Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	namePublishedInID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	modified	bibliographicCitation	references	license	rightsHolder	datasetName	institutionCode	datasetID.x	identifier	title	format	datasetID.y	subject	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI
QUIQUELOCULINA ANGULOSTRIATA	R13681	522970	urn:lsid:marinespecies.org:taxname:522970	urn:lsid:marinespecies.org:taxname:522970	urn:lsid:marinespecies.org:taxname:522970	urn:lsid:marinespecies.org:taxname:112040	NA	Quinqueloculina angulostriata	Quinqueloculina angulostriata	Quinqueloculina	Cushman, J. A.; Valentine, W. W. (1930). Shallow-water Foraminifera from the Channel Islands of southern California. <em>Contributions from the Department of Geology of Stanford University.</em> 1(1): 1-51.	1930	Chromista	Foraminifera	Tubothalamea	Miliolida	Hauerinidae	Quinqueloculina	NA	angulostriata	NA	Species	Cushman & Valentine, 1930	ICN	accepted	NA	2010-09-17	Hayward, B.W.; Le Coze, F.; Vachard, D.; Gross, O. (2024). World Foraminifera Database. Quinqueloculina angulostriata Cushman & Valentine, 1930. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=522970	https://www.marinespecies.org/aphia.php?p=taxdetails&id=522970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	522970	112040	Quinqueloculina angulostriata	NCBI:txid29183	NA
QUISTADRILUS MULTISETOSUS	R06623	1037349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RACOVITZANUS	R09217;R19173	104227	urn:lsid:marinespecies.org:taxname:104227	urn:lsid:marinespecies.org:taxname:104227	urn:lsid:marinespecies.org:taxname:104227	urn:lsid:marinespecies.org:taxname:104103	NA	Racovitzanus	Racovitzanus	Scolecitrichidae	Giesbrecht, W. (1902). Zoologie Copepoden. <em>In: Résultats du voyage du S.Y. Belgica en 1897-1898-1899. Rapports scientifiques publiés aux frais du Government Belge.</em> :1-49, pls. 1-13.	1902	Animalia	Arthropoda	Copepoda	Calanoida	Scolecitrichidae	Racovitzanus	NA	NA	NA	Genus	Giesbrecht, 1902	ICZN	accepted	NA	2024-07-31	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Racovitzanus Giesbrecht, 1902. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104227	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104227	NA	NA	NA	NA	NA	NCBI:txid503073	To Genbank	NA	ncbi	NA	104227	104103	NA	NCBI:txid121142	NCBI:txid503073
RACOVITZANUS ANTARCTICUS	R00274;R09216;R10741;R11886	104784	urn:lsid:marinespecies.org:taxname:104784	urn:lsid:marinespecies.org:taxname:104784	urn:lsid:marinespecies.org:taxname:104784	urn:lsid:marinespecies.org:taxname:104227	NA	Racovitzanus antarcticus	Racovitzanus antarcticus	Racovitzanus	NA	NA	Animalia	Arthropoda	Copepoda	Calanoida	Scolecitrichidae	Racovitzanus	NA	antarcticus	NA	Species	Giesbrecht, 1902	ICZN	accepted	NA	2008-05-14	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Racovitzanus antarcticus Giesbrecht, 1902. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104784	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104784	NA	NA	NA	NA	NA	NCBI:txid503076	To GenBank (3 nucleotides; 1 proteins)	NA	ncbi	NA	104784	104227	Racovitzanus antarcticus	NCBI:txid503073	NCBI:txid503076
RADICIPES STONEI	R13498	1034980	urn:lsid:marinespecies.org:taxname:1034980	urn:lsid:marinespecies.org:taxname:1034980	urn:lsid:marinespecies.org:taxname:1034980	urn:lsid:marinespecies.org:taxname:125297	https://doi.org/10.11646/zootaxa.4319.1.1	Radicipes stonei	Radicipes stonei	Radicipes	Cordeiro, R.T.S., S.D. Cairns & C.D. Perez. (2017). A revision of the genus Radicipes Stearns, 1883 (Anthozoa: Octocorallia: Chrysogorgiidae). <em>Zootaxa.</em> 4319(1): 1-26.	2017	Animalia	Cnidaria	Octocorallia	Scleralcyonacea	Chrysogorgiidae	Radicipes	NA	stonei	NA	Species	Cordeiro, Cairns & Pérez, 2017	ICZN	accepted	NA	2017-09-11	McFadden, C.S.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2024). World List of Octocorallia. Radicipes stonei Cordeiro, Cairns & Pérez, 2017. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1034980	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1034980	NA	NA	NA	NA	NA	NCBI:txid2086588	To GenBank (7 nucleotides; 5 proteins)	NA	ncbi	NA	1034980	125297	Radicipes stonei	NCBI:txid360003	NCBI:txid2086588
RADIICEPHALUS ELONGATUS	R07872	126524	urn:lsid:marinespecies.org:taxname:126524	urn:lsid:marinespecies.org:taxname:126524	urn:lsid:marinespecies.org:taxname:126524	urn:lsid:marinespecies.org:taxname:125785	NA	Radiicephalus elongatus	Radiicephalus elongatus	Radiicephalus	Osório, B. (1917). Nota sôbre algumas espécies de peixes que vivem no Atlântico ocidental. <em>Arquivo da Universidade de Lisboa.</em> v. 4: 103-131, Pls. 29-36 [= Pls. 1-8].	1917	Animalia	Chordata	Teleostei	Lampriformes	Radiicephalidae	Radiicephalus	NA	elongatus	NA	Species	Osório, 1917	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Radiicephalus elongatus Osório, 1917. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126524	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	126524	125785	Radiicephalus elongatus	NCBI:txid2498822	NA
RADIMELLA AURITA	R16509	461639	urn:lsid:marinespecies.org:taxname:461639	urn:lsid:marinespecies.org:taxname:461639	urn:lsid:marinespecies.org:taxname:461639	urn:lsid:marinespecies.org:taxname:415914	NA	Radimella aurita	Radimella aurita	Radimella	NA	NA	Animalia	Arthropoda	Ostracoda	Podocopida	Hemicytheridae	Radimella	NA	aurita	NA	Species	(Skogsberg, 1928)	ICZN	accepted	NA	2023-07-31	Brandão, S.N.; Antonietto, L.S; Nery, D.G.; Pereira, J.S.; Praxedes, R.A.; Santos, S.G.; Karanovic, I. (2024). World Ostracoda Database. Radimella aurita (Skogsberg, 1928). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=461639	https://www.marinespecies.org/aphia.php?p=taxdetails&id=461639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	461639	415914	Radimella aurita	NA	NA
RADIMELLA GLAUCA	R16499	794491	urn:lsid:marinespecies.org:taxname:794491	urn:lsid:marinespecies.org:taxname:794491	urn:lsid:marinespecies.org:taxname:794491	urn:lsid:marinespecies.org:taxname:415914	NA	Radimella glauca	Radimella glauca	Radimella	NA	NA	Animalia	Arthropoda	Ostracoda	Podocopida	Hemicytheridae	Radimella	NA	glauca	NA	Species	(Skogsberg, 1928)	ICZN	accepted	NA	2021-03-14	Brandão, S.N.; Antonietto, L.S; Nery, D.G.; Pereira, J.S.; Praxedes, R.A.; Santos, S.G.; Karanovic, I. (2024). World Ostracoda Database. Radimella glauca (Skogsberg, 1928). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=794491	https://www.marinespecies.org/aphia.php?p=taxdetails&id=794491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	794491	415914	Radimella glauca	NA	NA
RADIMELLA PACIFICA	R16510	461641	urn:lsid:marinespecies.org:taxname:461641	urn:lsid:marinespecies.org:taxname:461641	urn:lsid:marinespecies.org:taxname:461641	urn:lsid:marinespecies.org:taxname:415914	NA	Radimella pacifica	Radimella pacifica	Radimella	NA	NA	Animalia	Arthropoda	Ostracoda	Podocopida	Hemicytheridae	Radimella	NA	pacifica	NA	Species	(Skogsberg, 1928)	ICZN	accepted	NA	2016-08-12	Brandão, S.N.; Antonietto, L.S; Nery, D.G.; Pereira, J.S.; Praxedes, R.A.; Santos, S.G.; Karanovic, I. (2024). World Ostracoda Database. Radimella pacifica (Skogsberg, 1928). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=461641	https://www.marinespecies.org/aphia.php?p=taxdetails&id=461641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	461641	415914	Radimella pacifica	NA	NA
RADIOLARIA	R19145	196831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RADULINUS	R00571	270690	urn:lsid:marinespecies.org:taxname:270690	urn:lsid:marinespecies.org:taxname:270690	urn:lsid:marinespecies.org:taxname:270690	urn:lsid:marinespecies.org:taxname:125589	NA	Radulinus	Radulinus	Cottidae	Gilbert, C. H. (1890). A preliminary report on the fishes collected by the steamer Albatross on the Pacific coast of North America during the year 1889, with descriptions of twelve new genera and ninety-two new species. <em>Proceedings of the United States National Museum.</em> v. 13 (no. 797): 49-126.	1890	Animalia	Chordata	Teleostei	Perciformes	Cottidae	Radulinus	NA	NA	NA	Genus	Gilbert, 1890	ICZN	accepted	NA	2014-11-21	Froese, R. and D. Pauly. Editors. (2024). FishBase. Radulinus Gilbert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=270690	https://www.marinespecies.org/aphia.php?p=taxdetails&id=270690	NA	NA	NA	NA	NA	NCBI:txid274767	To Genbank	NA	ncbi	NA	270690	125589	NA	NCBI:txid8092	NCBI:txid274767
RADULINUS ASPRELLUS	R00570;R07390;R07873;R08229;R10319;R15358;R19062	282541	urn:lsid:marinespecies.org:taxname:282541	urn:lsid:marinespecies.org:taxname:282541	urn:lsid:marinespecies.org:taxname:282541	urn:lsid:marinespecies.org:taxname:270690	NA	Radulinus asprellus	Radulinus asprellus	Radulinus	Gilbert, C. H. (1890). A preliminary report on the fishes collected by the steamer Albatross on the Pacific coast of North America during the year 1889, with descriptions of twelve new genera and ninety-two new species. <em>Proceedings of the United States National Museum.</em> v. 13 (no. 797): 49-126.	1890	Animalia	Chordata	Teleostei	Perciformes	Cottidae	Radulinus	NA	asprellus	NA	Species	Gilbert, 1890	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Radulinus asprellus Gilbert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282541	https://www.marinespecies.org/aphia.php?p=taxdetails&id=282541	NA	NA	NA	NA	NA	NCBI:txid274768	To GenBank (50 nucleotides; 48 proteins)	NA	ncbi	NA	282541	270690	Radulinus asprellus	NCBI:txid274767	NCBI:txid274768
RADULINUS BOLEOIDES	R15359	282542	urn:lsid:marinespecies.org:taxname:282542	urn:lsid:marinespecies.org:taxname:282542	urn:lsid:marinespecies.org:taxname:282542	urn:lsid:marinespecies.org:taxname:270690	NA	Radulinus boleoides	Radulinus boleoides	Radulinus	Jordan, D. S.; Evermann, B. W. (1898). The fishes of North and Middle America: a descriptive catalogue of the species of fish-like vertebrates found in the waters of North America, north of the Isthmus of Panama. Part II. <em>Bulletin of the United States National Museum.</em> No. 47: i-xxx + 1241-2183.	1898	Animalia	Chordata	Teleostei	Perciformes	Cottidae	Radulinus	NA	boleoides	NA	Species	Gilbert, 1898	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Radulinus boleoides Gilbert, 1898. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282542	https://www.marinespecies.org/aphia.php?p=taxdetails&id=282542	NA	NA	NA	NA	NA	NCBI:txid980343	To GenBank (5 nucleotides; 15 proteins)	NA	ncbi	NA	282542	270690	Radulinus boleoides	NCBI:txid274767	NCBI:txid980343
RAETA PLICATELLA	R06624	420851	urn:lsid:marinespecies.org:taxname:420851	urn:lsid:marinespecies.org:taxname:420851	urn:lsid:marinespecies.org:taxname:420851	urn:lsid:marinespecies.org:taxname:397180	NA	Raeta plicatella	Raeta plicatella	Raeta	NA	NA	Animalia	Mollusca	Bivalvia	Venerida	Anatinellidae	Raeta	NA	plicatella	NA	Species	(Lamarck, 1818)	ICZN	accepted	NA	2010-09-23	MolluscaBase eds. (2024). MolluscaBase. Raeta plicatella (Lamarck, 1818). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=420851	https://www.marinespecies.org/aphia.php?p=taxdetails&id=420851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	420851	397180	Raeta plicatella	NCBI:txid2109556	NA
RAETA PULCHELLA	R06625	397181	urn:lsid:marinespecies.org:taxname:397181	urn:lsid:marinespecies.org:taxname:397181	urn:lsid:marinespecies.org:taxname:397181	urn:lsid:marinespecies.org:taxname:397180	NA	Raeta pulchella	Raeta pulchella	Raeta	NA	NA	Animalia	Mollusca	Bivalvia	Venerida	Anatinellidae	Raeta	NA	pulchella	NA	Species	(A. Adams & Reeve, 1850)	ICZN	accepted	NA	2021-02-21	MolluscaBase eds. (2024). MolluscaBase. Raeta pulchella (A. Adams & Reeve, 1850). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=397181	https://www.marinespecies.org/aphia.php?p=taxdetails&id=397181	NA	NA	NA	NA	NA	NCBI:txid2109557	To GenBank (5 nucleotides; 13 proteins)	NA	ncbi	NA	397181	397180	Raeta pulchella	NCBI:txid2109556	NCBI:txid2109557
RAETA UNDULATA	R02614	505751	urn:lsid:marinespecies.org:taxname:505751	urn:lsid:marinespecies.org:taxname:505751	urn:lsid:marinespecies.org:taxname:505751	urn:lsid:marinespecies.org:taxname:397180	NA	Raeta undulata	Raeta undulata	Raeta	NA	NA	Animalia	Mollusca	Bivalvia	Venerida	Anatinellidae	Raeta	NA	undulata	NA	Species	(A. Gould, 1851)	ICZN	accepted	NA	2022-08-23	MolluscaBase eds. (2024). MolluscaBase. Raeta undulata (A. Gould, 1851). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=505751	https://www.marinespecies.org/aphia.php?p=taxdetails&id=505751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	505751	397180	Raeta undulata	NCBI:txid2109556	NA
RAJA	R10036;R13499	105766	urn:lsid:marinespecies.org:taxname:105766	urn:lsid:marinespecies.org:taxname:105766	urn:lsid:marinespecies.org:taxname:105766	urn:lsid:marinespecies.org:taxname:105711	https://doi.org/10.5962/bhl.title.542	Raja	Raja	Rajidae	Linnaeus, C. (1758). Systema Naturae per regna tria naturae, secundum classes, ordines, genera, species, cum characteribus, differentiis, synonymis, locis. <em>Editio decima, reformata [10th revised edition], vol. 1: 824 pp. Laurentius Salvius: Holmiae.</em> 	1758	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Raja	NA	NA	NA	Genus	Linnaeus, 1758	ICZN	accepted	NA	2023-11-08	Froese, R. and D. Pauly. Editors. (2024). FishBase. Raja Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105766	https://www.marinespecies.org/aphia.php?p=taxdetails&id=105766	NA	NA	NA	NA	NA	NCBI:txid7780	To Genbank	NA	ncbi	NA	105766	105711	NA	NCBI:txid30475	NCBI:txid7780
RAJA BINOCULATA	R07391;R08209;R09763;R10037;R18607	271572	urn:lsid:marinespecies.org:taxname:271572	urn:lsid:marinespecies.org:taxname:271572	urn:lsid:marinespecies.org:taxname:1021330	urn:lsid:marinespecies.org:taxname:105766	NA	Raja binoculata	Beringraja binoculata	Raja	Girard, C. F. (1855). Characteristics of some cartilaginous fishes of the Pacific coast of North America. <em>Proceedings of the Academy of Natural Sciences of Philadelphia.</em> v. 7 (no. 6): 196-197.	1855	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Raja	NA	binoculata	NA	Species	Girard, 1855	ICZN	unaccepted	NA	2020-02-11	Froese, R. and D. Pauly. Editors. (2024). FishBase. Raja binoculata Girard, 1855. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=271572	https://www.marinespecies.org/aphia.php?p=taxdetails&id=271572	NA	NA	NA	NA	NA	NCBI:txid2838337	To GenBank (38 nucleotides; 40 proteins)	NA	ncbi	NA	1021330	105766	Raja binoculata	NCBI:txid7780	NCBI:txid2838337
RAJA INORNATA	R07392;R10038;R15537	271578	urn:lsid:marinespecies.org:taxname:271578	urn:lsid:marinespecies.org:taxname:271578	urn:lsid:marinespecies.org:taxname:1461134	urn:lsid:marinespecies.org:taxname:105766	NA	Raja inornata	Beringraja inornata	Raja	Jordan, D. S.; Gilbert, C. H. (1881). Note on Raia inornata. <em>Proceedings of the United States National Museum.</em> v. 4 (no. 194): 73-74.	1881	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Raja	NA	inornata	NA	Species	Jordan & Gilbert, 1881	ICZN	unaccepted	NA	2020-10-04	Froese, R. and D. Pauly. Editors. (2024). FishBase. Raja inornata Jordan & Gilbert, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=271578	https://www.marinespecies.org/aphia.php?p=taxdetails&id=271578	NA	NA	NA	NA	NA	NCBI:txid2838339	To GenBank (16 nucleotides; 8 proteins)	NA	ncbi	NA	1461134	105766	Raja inornata	NCBI:txid7780	NCBI:txid2838339
RAJA RHINA	R07393;R08304;R09545;R10039	271581	urn:lsid:marinespecies.org:taxname:271581	urn:lsid:marinespecies.org:taxname:271581	urn:lsid:marinespecies.org:taxname:1461133	urn:lsid:marinespecies.org:taxname:105766	NA	Raja rhina	Beringraja rhina	Raja	Jordan, D. S.; Gilbert, C. H. (1880). Description of a new species of ray, Raia rhina, from the coast of California. <em>Proceedings of the United States National Museum.</em> v. 3 (no. 141): 251-253.	1880	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Raja	NA	rhina	NA	Species	Jordan & Gilbert, 1880	ICZN	unaccepted	NA	2020-10-04	Froese, R. and D. Pauly. Editors. (2024). FishBase. Raja rhina Jordan & Gilbert, 1880. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=271581	https://www.marinespecies.org/aphia.php?p=taxdetails&id=271581	NA	NA	NA	NA	NA	NCBI:txid2838338	To GenBank (69 nucleotides; 85 proteins)	NA	ncbi	NA	1461133	105766	Raja rhina	NCBI:txid7780	NCBI:txid2838338
RAJA STELLULATA	R07394;R08281;R10040;R15538;R18613	271583	urn:lsid:marinespecies.org:taxname:271583	urn:lsid:marinespecies.org:taxname:271583	urn:lsid:marinespecies.org:taxname:1461135	urn:lsid:marinespecies.org:taxname:105766	NA	Raja stellulata	Beringraja stellulata	Raja	Jordan, D. S.; Gilbert, C. H. (1880). Description of a new species of ray (Raia stellulata) from Monterey, California. <em>Proceedings of the United States National Museum.</em> v. 3 (no. 129): 133-135.	1880	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Raja	NA	stellulata	NA	Species	Jordan & Gilbert, 1880	ICZN	unaccepted	NA	2020-10-04	Froese, R. and D. Pauly. Editors. (2024). FishBase. Raja stellulata Jordan & Gilbert, 1880. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=271583	https://www.marinespecies.org/aphia.php?p=taxdetails&id=271583	NA	NA	NA	NA	NA	NCBI:txid2838340	To GenBank (11 nucleotides; 18 proteins)	NA	ncbi	NA	1461135	105766	Raja stellulata	NCBI:txid7780	NCBI:txid2838340
RALFSIA	R11046	143985	urn:lsid:marinespecies.org:taxname:143985	urn:lsid:marinespecies.org:taxname:143985	urn:lsid:marinespecies.org:taxname:143985	urn:lsid:marinespecies.org:taxname:143684	NA	Ralfsia	Ralfsia	Ralfsiaceae	NA	NA	Chromista	Ochrophyta	Phaeophyceae	Ralfsiales	Ralfsiaceae	Ralfsia	NA	NA	NA	Genus	Berkeley, 1843	ICN	accepted	NA	2012-07-04	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ralfsia Berkeley, 1843. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=143985	https://www.marinespecies.org/aphia.php?p=taxdetails&id=143985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	143985	143684	NA	NCBI:txid31334	NA
RALFSIA FUNGIFORMIS	R10535;R11244	144997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RALFSIACEAE	R11110	143684	urn:lsid:marinespecies.org:taxname:143684	urn:lsid:marinespecies.org:taxname:143684	urn:lsid:marinespecies.org:taxname:143684	urn:lsid:marinespecies.org:taxname:163325	NA	Ralfsiaceae	Ralfsiaceae	Ralfsiales	NA	NA	Chromista	Ochrophyta	Phaeophyceae	Ralfsiales	Ralfsiaceae	NA	NA	NA	NA	Family	Farlow, 1881	ICN	accepted	NA	2008-10-24	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ralfsiaceae Farlow, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=143684	https://www.marinespecies.org/aphia.php?p=taxdetails&id=143684	NA	NA	NA	NA	NA	NCBI:txid31334	To Genbank	NA	ncbi	NA	143684	163325	NA	NCBI:txid891380	NCBI:txid31334
RAMEX CALIFORNIENSIS	R17101	331473	urn:lsid:marinespecies.org:taxname:331473	urn:lsid:marinespecies.org:taxname:331473	urn:lsid:marinespecies.org:taxname:331473	urn:lsid:marinespecies.org:taxname:325271	NA	Ramex californiensis	Ramex californiensis	Ramex	Hartman, Olga. (1944). Polychaetous annelids from California, including the descriptions of two new genera and nine new species. <em>Allan Hancock Pacific Expeditions.</em> 10(2): 239-307, plates 19-26.	1944	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Ramex	NA	californiensis	NA	Species	Hartman, 1944	ICZN	accepted	NA	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Ramex californiensis Hartman, 1944. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=331473	https://www.marinespecies.org/aphia.php?p=taxdetails&id=331473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	331473	325271	Ramex californiensis	NA	NA
RANDALLIA	R02615	439446	urn:lsid:marinespecies.org:taxname:439446	urn:lsid:marinespecies.org:taxname:439446	urn:lsid:marinespecies.org:taxname:439446	urn:lsid:marinespecies.org:taxname:148433	NA	Randallia	Randallia	Ebaliinae	Stimpson, W. (1857). Notices of new species of Crustacea of western North America; being an abstract from a paper to be published in the journal of the Society. <em>Proceedings of the Boston Society of Natural History.</em> 6: 84-89.	1857	Animalia	Arthropoda	Malacostraca	Decapoda	Leucosiidae	Randallia	NA	NA	NA	Genus	Stimpson, 1857	ICZN	accepted	NA	2019-08-11	DecaNet eds. (2024). DecaNet. Randallia Stimpson, 1857. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=439446	https://www.marinespecies.org/aphia.php?p=taxdetails&id=439446	NA	NA	NA	NA	NA	NCBI:txid3069667	To Genbank	NA	ncbi	NA	439446	148433	NA	NA	NCBI:txid3069667
RANDALLIA BULLIGERA	R02616;R16258	441327	urn:lsid:marinespecies.org:taxname:441327	urn:lsid:marinespecies.org:taxname:441327	urn:lsid:marinespecies.org:taxname:441327	urn:lsid:marinespecies.org:taxname:439446	NA	Randallia bulligera	Randallia bulligera	Randallia	Rathbun, M.J. (1898). The Brachyura collected by the U.S. Fish Commission steamer Albatross on the voyage from Norfolk, Virginia, to San Francisco, California, 1887–1888. <em>Proceedings of the United States National Museum.</em> 21(1162): 567-616, pls. XLI-XLIV.	1898	Animalia	Arthropoda	Malacostraca	Decapoda	Leucosiidae	Randallia	NA	bulligera	NA	Species	Rathbun, 1898	ICZN	accepted	NA	2022-04-19	DecaNet eds. (2024). DecaNet. Randallia bulligera Rathbun, 1898. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=441327	https://www.marinespecies.org/aphia.php?p=taxdetails&id=441327	NA	NA	NA	NA	NA	NCBI:txid3069668	To GenBank (1 nucleotides; 1 proteins)	NA	ncbi	NA	441327	439446	Randallia bulligera	NCBI:txid3069667	NCBI:txid3069668
RANDALLIA ORNATA	R02617;R13189;R16259	441333	urn:lsid:marinespecies.org:taxname:441333	urn:lsid:marinespecies.org:taxname:441333	urn:lsid:marinespecies.org:taxname:441333	urn:lsid:marinespecies.org:taxname:439446	NA	Randallia ornata	Randallia ornata	Randallia	NA	NA	Animalia	Arthropoda	Malacostraca	Decapoda	Leucosiidae	Randallia	NA	ornata	NA	Species	(Randall, 1840)	ICZN	accepted	NA	2024-01-05	DecaNet eds. (2024). DecaNet. Randallia ornata (Randall, 1840). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=441333	https://www.marinespecies.org/aphia.php?p=taxdetails&id=441333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	441333	439446	Randallia ornata	NCBI:txid3069667	NA
RANDIELLA LITORALIS	R16561	476061	urn:lsid:marinespecies.org:taxname:476061	urn:lsid:marinespecies.org:taxname:476061	urn:lsid:marinespecies.org:taxname:476061	urn:lsid:marinespecies.org:taxname:475496	https://doi.org/10.1111/j.1463-6409.1986.tb00208.x	Randiella litoralis	Randiella litoralis	Randiella	Erséus, Christer; Strehlow, David R. (1986). Four new interstitial species of marine Oligochaeta representing a new family [Randiellidae]. <em>Zoologica scripta.</em> 15(1): 53-60.	1986	Animalia	Annelida	Clitellata	Randiellida	Randiellidae	Randiella	NA	litoralis	NA	Species	Erséus & Strehlow, 1986	ICZN	accepted	NA	2010-05-11	Martin, P.; Reynolds, J.; van Haaren, T. (2024). World List of Marine Oligochaeta. Randiella litoralis Erséus & Strehlow, 1986. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=476061	https://www.marinespecies.org/aphia.php?p=taxdetails&id=476061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	476061	475496	Randiella litoralis	NCBI:txid1964465	NA
