Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	namePublishedInID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	modified	bibliographicCitation	references	license	rightsHolder	datasetName	institutionCode	datasetID.x	identifier	title	format	datasetID.y	subject	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI
Peprilus simillimus	R000787	276563	urn:lsid:marinespecies.org:taxname:276563	urn:lsid:marinespecies.org:taxname:276563	urn:lsid:marinespecies.org:taxname:276563	urn:lsid:marinespecies.org:taxname:159825	NA	Peprilus simillimus	Peprilus simillimus	Peprilus	NA	NA	Animalia	Chordata	Teleostei	Scombriformes	Stromateidae	Peprilus	NA	simillimus	NA	Species	(Ayres, 1860)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Peprilus simillimus (Ayres, 1860). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276563	https://www.marinespecies.org/aphia.php?p=taxdetails&id=276563	NA	NA	NA	NA	NA	NCBI:txid320412	To GenBank (50 nucleotides; 44 proteins)	NA	ncbi	NA	276563	159825	Peprilus simillimus	NCBI:txid183652	NCBI:txid320412
Phanerodon atripes	R000788	279409	urn:lsid:marinespecies.org:taxname:279409	urn:lsid:marinespecies.org:taxname:279409	urn:lsid:marinespecies.org:taxname:279409	urn:lsid:marinespecies.org:taxname:240729	NA	Phanerodon atripes	Phanerodon atripes	Phanerodon	NA	NA	Animalia	Chordata	Teleostei	Ovalentaria incertae sedis	Embiotocidae	Phanerodon	NA	atripes	NA	Species	(Jordan & Gilbert, 1880)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Phanerodon atripes (Jordan & Gilbert, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279409	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279409	NA	NA	NA	NA	NA	NCBI:txid305784	To GenBank (6 nucleotides; 4 proteins)	NA	ncbi	NA	279409	240729	Phanerodon atripes	NCBI:txid100199	NCBI:txid305784
Phanerodon furcatus	R000789	240730	urn:lsid:marinespecies.org:taxname:240730	urn:lsid:marinespecies.org:taxname:240730	urn:lsid:marinespecies.org:taxname:240730	urn:lsid:marinespecies.org:taxname:240729	NA	Phanerodon furcatus	Phanerodon furcatus	Phanerodon	Girard, C. F.; Lieut,  W.; Trowbridge, U. (1854). Observations upon a collection of fishes made on the Pacific coast of the United States. <em>Proc. Acad. Nat. Sci. Phila.</em> 7: 142-156.	1854	Animalia	Chordata	Teleostei	Ovalentaria incertae sedis	Embiotocidae	Phanerodon	NA	furcatus	NA	Species	Girard, 1854	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Phanerodon furcatus Girard, 1854. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240730	https://www.marinespecies.org/aphia.php?p=taxdetails&id=240730	NA	NA	NA	NA	NA	NCBI:txid100200	To GenBank (32 nucleotides; 50 proteins)	NA	ncbi	NA	240730	240729	Phanerodon furcatus	NCBI:txid100199	NCBI:txid100200
Phanerodon vacca	R000790	1577347	urn:lsid:marinespecies.org:taxname:1577347	urn:lsid:marinespecies.org:taxname:1577347	urn:lsid:marinespecies.org:taxname:1577347	urn:lsid:marinespecies.org:taxname:240729	NA	Phanerodon vacca	Phanerodon vacca	Phanerodon	NA	NA	Animalia	Chordata	Teleostei	Ovalentaria incertae sedis	Embiotocidae	Phanerodon	NA	vacca	NA	Species	(Girard, 1855)	ICZN	accepted	NA	2022-06-02	Froese, R. and D. Pauly. Editors. (2024). FishBase. Phanerodon vacca (Girard, 1855). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1577347	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1577347	NA	NA	NA	NA	NA	NCBI:txid2838341	To GenBank (61 nucleotides; 45 proteins)	NA	ncbi	NA	1577347	240729	Phanerodon vacca	NCBI:txid100199	NCBI:txid2838341
Pholis clemensi	R000791	273686	urn:lsid:marinespecies.org:taxname:273686	urn:lsid:marinespecies.org:taxname:273686	urn:lsid:marinespecies.org:taxname:273686	urn:lsid:marinespecies.org:taxname:126041	NA	Pholis clemensi	Pholis clemensi	Pholis	Rosenblatt, R. H. (1964). A new gunnel, Pholis clemensi, from the coast of western North America. <em>Journal of the Fisheries Research Board of Canada.</em> 21 (5): 933-939, 1 pl. (unnumbered).	1964	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	NA	clemensi	NA	Species	Rosenblatt, 1964	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Pholis clemensi Rosenblatt, 1964. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273686	https://www.marinespecies.org/aphia.php?p=taxdetails&id=273686	NA	NA	NA	NA	NA	NCBI:txid740703	To GenBank (4 nucleotides; 1 proteins)	NA	ncbi	NA	273686	126041	Pholis clemensi	NCBI:txid56725	NCBI:txid740703
Pholis laeta	R000792	273689	urn:lsid:marinespecies.org:taxname:273689	urn:lsid:marinespecies.org:taxname:273689	urn:lsid:marinespecies.org:taxname:273689	urn:lsid:marinespecies.org:taxname:126041	NA	Pholis laeta	Pholis laeta	Pholis	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	NA	laeta	NA	Species	(Cope, 1873)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Pholis laeta (Cope, 1873). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273689	https://www.marinespecies.org/aphia.php?p=taxdetails&id=273689	NA	NA	NA	NA	NA	NCBI:txid283367	To GenBank (29 nucleotides; 19 proteins)	NA	ncbi	NA	273689	126041	Pholis laeta	NCBI:txid56725	NCBI:txid283367
Pholis ornata	R000793	273692	urn:lsid:marinespecies.org:taxname:273692	urn:lsid:marinespecies.org:taxname:273692	urn:lsid:marinespecies.org:taxname:273692	urn:lsid:marinespecies.org:taxname:126041	NA	Pholis ornata	Pholis ornata	Pholis	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	NA	ornata	NA	Species	(Girard, 1854)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Pholis ornata (Girard, 1854). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273692	https://www.marinespecies.org/aphia.php?p=taxdetails&id=273692	NA	NA	NA	NA	NA	NCBI:txid283028	To GenBank (31 nucleotides; 46 proteins)	NA	ncbi	NA	273692	126041	Pholis ornata	NCBI:txid56725	NCBI:txid283028
Pholis schultzi	R000794	273693	urn:lsid:marinespecies.org:taxname:273693	urn:lsid:marinespecies.org:taxname:273693	urn:lsid:marinespecies.org:taxname:273693	urn:lsid:marinespecies.org:taxname:126041	NA	Pholis schultzi	Pholis schultzi	Pholis	Schultz, L. P. (1931). Key to the fishes of Oregon and Washington, with a glossary of technical terms. <em>University Bookstore, Seattle, Washington.</em> 1-63. [Mimeographed, but published (see Schultz & Hubbs 1961 [ref. 3949]).].	1931	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	NA	schultzi	NA	Species	Schultz, 1931	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Pholis schultzi Schultz, 1931. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273693	https://www.marinespecies.org/aphia.php?p=taxdetails&id=273693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	273693	126041	Pholis schultzi	NCBI:txid56725	NA
Photonectes margarita	R000795	127370	urn:lsid:marinespecies.org:taxname:127370	urn:lsid:marinespecies.org:taxname:127370	urn:lsid:marinespecies.org:taxname:127370	urn:lsid:marinespecies.org:taxname:126217	NA	Photonectes margarita	Photonectes margarita	Photonectes	NA	NA	Animalia	Chordata	Teleostei	Stomiiformes	Stomiidae	Photonectes	NA	margarita	NA	Species	(Goode & Bean, 1896)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Photonectes margarita (Goode & Bean, 1896). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127370	https://www.marinespecies.org/aphia.php?p=taxdetails&id=127370	NA	NA	NA	NA	NA	NCBI:txid882859	To GenBank (20 nucleotides; 26 proteins)	NA	ncbi	NA	127370	126217	Photonectes margarita	NCBI:txid882857	NCBI:txid882859
Photostylus pycnopterus	R000796	126707	urn:lsid:marinespecies.org:taxname:126707	urn:lsid:marinespecies.org:taxname:126707	urn:lsid:marinespecies.org:taxname:126707	urn:lsid:marinespecies.org:taxname:125880	NA	Photostylus pycnopterus	Photostylus pycnopterus	Photostylus	Beebe, W. (1933). Deep-sea isospondylous fishes. Two new genera and four new species. <em>Zoologica.</em> 13(8): 159-167.	1933	Animalia	Chordata	Teleostei	Alepocephaliformes	Alepocephalidae	Photostylus	NA	pycnopterus	NA	Species	Beebe, 1933	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Photostylus pycnopterus Beebe, 1933. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126707	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126707	NA	NA	NA	NA	NA	NCBI:txid1986968	To GenBank (5 nucleotides; 5 proteins)	NA	ncbi	NA	126707	125880	Photostylus pycnopterus	NCBI:txid1696913	NCBI:txid1986968
Phtheirichthys lineatus	R000797	126849	urn:lsid:marinespecies.org:taxname:126849	urn:lsid:marinespecies.org:taxname:126849	urn:lsid:marinespecies.org:taxname:126849	urn:lsid:marinespecies.org:taxname:125963	NA	Phtheirichthys lineatus	Phtheirichthys lineatus	Phtheirichthys	NA	NA	Animalia	Chordata	Teleostei	Carangiformes	Echeneidae	Phtheirichthys	NA	lineatus	NA	Species	(Menzies, 1791)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Phtheirichthys lineatus (Menzies, 1791). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126849	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126849	NA	NA	NA	NA	NA	NCBI:txid641294	To GenBank (18 nucleotides; 10 proteins)	NA	ncbi	NA	126849	125963	Phtheirichthys lineatus	NCBI:txid641293	NCBI:txid641294
Phyllorhinichthys micractis	R000798	126577	urn:lsid:marinespecies.org:taxname:126577	urn:lsid:marinespecies.org:taxname:126577	urn:lsid:marinespecies.org:taxname:126577	urn:lsid:marinespecies.org:taxname:125813	NA	Phyllorhinichthys micractis	Phyllorhinichthys micractis	Phyllorhinichthys	Pietsch, T. W. (1969). A remarkable new genus and species of deep-sea angler-fish (family Oneirodidae) from off Guadalupe Island, Mexico. <em>Copeia 1969.</em> (2): 365-369.	1969	Animalia	Chordata	Teleostei	Lophiiformes	Oneirodidae	Phyllorhinichthys	NA	micractis	NA	Species	Pietsch, 1969	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Phyllorhinichthys micractis Pietsch, 1969. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126577	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	126577	125813	Phyllorhinichthys micractis	NCBI:txid1738901	NA
Physiculus nematopus	R000799	272504	urn:lsid:marinespecies.org:taxname:272504	urn:lsid:marinespecies.org:taxname:272504	urn:lsid:marinespecies.org:taxname:272504	urn:lsid:marinespecies.org:taxname:125770	NA	Physiculus nematopus	Physiculus nematopus	Physiculus	Gilbert, C. H. (1890). A preliminary report on the fishes collected by the steamer Albatross on the Pacific coast of North America during the year 1889, with descriptions of twelve new genera and ninety-two new species. <em>Proceedings of the United States National Museum.</em> v. 13 (no. 797): 49-126.	1890	Animalia	Chordata	Teleostei	Gadiformes	Moridae	Physiculus	NA	nematopus	NA	Species	Gilbert, 1890	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Physiculus nematopus Gilbert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272504	https://www.marinespecies.org/aphia.php?p=taxdetails&id=272504	NA	NA	NA	NA	NA	NCBI:txid2048758	To GenBank (7 nucleotides; 18 proteins)	NA	ncbi	NA	272504	125770	Physiculus nematopus	NCBI:txid181407	NCBI:txid2048758
Physiculus rastrelliger	R000800	272510	urn:lsid:marinespecies.org:taxname:272510	urn:lsid:marinespecies.org:taxname:272510	urn:lsid:marinespecies.org:taxname:272510	urn:lsid:marinespecies.org:taxname:125770	NA	Physiculus rastrelliger	Physiculus rastrelliger	Physiculus	Gilbert, C. H. (1890). A preliminary report on the fishes collected by the steamer Albatross on the Pacific coast of North America during the year 1889, with descriptions of twelve new genera and ninety-two new species. <em>Proceedings of the United States National Museum.</em> v. 13 (no. 797): 49-126.	1890	Animalia	Chordata	Teleostei	Gadiformes	Moridae	Physiculus	NA	rastrelliger	NA	Species	Gilbert, 1890	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Physiculus rastrelliger Gilbert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272510	https://www.marinespecies.org/aphia.php?p=taxdetails&id=272510	NA	NA	NA	NA	NA	NCBI:txid740704	To GenBank (11 nucleotides; 5 proteins)	NA	ncbi	NA	272510	125770	Physiculus rastrelliger	NCBI:txid181407	NCBI:txid740704
Physiculus talarae	R000801	272516	urn:lsid:marinespecies.org:taxname:272516	urn:lsid:marinespecies.org:taxname:272516	urn:lsid:marinespecies.org:taxname:272516	urn:lsid:marinespecies.org:taxname:125770	NA	Physiculus talarae	Physiculus talarae	Physiculus	Hildebrand, S. F.; Barton, O. (1949). A collection of fishes from Talara, Perú. <em>Smithsonian Miscellaneous Collections.</em> 111 (10): 1-36.	1949	Animalia	Chordata	Teleostei	Gadiformes	Moridae	Physiculus	NA	talarae	NA	Species	Hildebrand & Barton, 1949	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Physiculus talarae Hildebrand & Barton, 1949. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272516	https://www.marinespecies.org/aphia.php?p=taxdetails&id=272516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	272516	125770	Physiculus talarae	NCBI:txid181407	NA
Phytichthys chirus	R000802	282255	urn:lsid:marinespecies.org:taxname:282255	urn:lsid:marinespecies.org:taxname:282255	urn:lsid:marinespecies.org:taxname:282255	urn:lsid:marinespecies.org:taxname:270400	NA	Phytichthys chirus	Phytichthys chirus	Phytichthys	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Stichaeidae	Phytichthys	NA	chirus	NA	Species	(Jordan & Gilbert, 1880)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Phytichthys chirus (Jordan & Gilbert, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282255	https://www.marinespecies.org/aphia.php?p=taxdetails&id=282255	NA	NA	NA	NA	NA	NCBI:txid1738904	To GenBank (5 nucleotides; 3 proteins)	NA	ncbi	NA	282255	270400	Phytichthys chirus	NCBI:txid1738903	NCBI:txid1738904
Plagiogrammus hopkinsii	R000803	282265	urn:lsid:marinespecies.org:taxname:282265	urn:lsid:marinespecies.org:taxname:282265	urn:lsid:marinespecies.org:taxname:282265	urn:lsid:marinespecies.org:taxname:270422	NA	Plagiogrammus hopkinsii	Plagiogrammus hopkinsii	Plagiogrammus	Bean, T. H. (1894). Description of a new blennioid fish from California. <em>Proceedings of the United States National Museum.</em> 16 (967): 699-701.	1894	Animalia	Chordata	Teleostei	Perciformes	Stichaeidae	Plagiogrammus	NA	hopkinsii	NA	Species	Bean, 1894	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Plagiogrammus hopkinsii Bean, 1894. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282265	https://www.marinespecies.org/aphia.php?p=taxdetails&id=282265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	282265	270422	Plagiogrammus hopkinsii	NA	NA
Plagiotremus azaleus	R000804	278234	urn:lsid:marinespecies.org:taxname:278234	urn:lsid:marinespecies.org:taxname:278234	urn:lsid:marinespecies.org:taxname:278234	urn:lsid:marinespecies.org:taxname:205546	NA	Plagiotremus azaleus	Plagiotremus azaleus	Plagiotremus	NA	NA	Animalia	Chordata	Teleostei	Blenniiformes	Blenniidae	Plagiotremus	NA	azaleus	NA	Species	(Jordan & Bollman, 1890)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Plagiotremus azaleus (Jordan & Bollman, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=278234	https://www.marinespecies.org/aphia.php?p=taxdetails&id=278234	NA	NA	NA	NA	NA	NCBI:txid879518	To GenBank (50 nucleotides; 49 proteins)	NA	ncbi	NA	278234	205546	Plagiotremus azaleus	NCBI:txid390369	NCBI:txid879518
Platichthys stellatus	R000805	154781	urn:lsid:marinespecies.org:taxname:154781	urn:lsid:marinespecies.org:taxname:154781	urn:lsid:marinespecies.org:taxname:154781	urn:lsid:marinespecies.org:taxname:126119	NA	Platichthys stellatus	Platichthys stellatus	Platichthys	NA	NA	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Platichthys	NA	stellatus	NA	Species	(Pallas, 1787)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Platichthys stellatus (Pallas, 1787). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=154781	https://www.marinespecies.org/aphia.php?p=taxdetails&id=154781	NA	NA	NA	NA	NA	NCBI:txid195632	To GenBank (32261 nucleotides; 416 proteins)	NA	ncbi	NA	154781	126119	Platichthys stellatus	NA	NCBI:txid195632
Platybelone argalus	R000806	126377	urn:lsid:marinespecies.org:taxname:126377	urn:lsid:marinespecies.org:taxname:126377	urn:lsid:marinespecies.org:taxname:126377	urn:lsid:marinespecies.org:taxname:125689	NA	Platybelone argalus	Platybelone argalus	Platybelone	NA	NA	Animalia	Chordata	Teleostei	Beloniformes	Belonidae	Platybelone	NA	argalus	NA	Species	(Lesueur, 1821)	ICZN	accepted	NA	2020-09-24	Froese, R. and D. Pauly. Editors. (2024). FishBase. Platybelone argalus (Lesueur, 1821). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126377	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126377	NA	NA	NA	NA	NA	NCBI:txid129059	To GenBank (49 nucleotides; 57 proteins)	NA	ncbi	NA	126377	125689	Platybelone argalus	NCBI:txid129058	NCBI:txid129059
Platyberyx andriashevi	R000807	1007713	urn:lsid:marinespecies.org:taxname:1007713	urn:lsid:marinespecies.org:taxname:1007713	urn:lsid:marinespecies.org:taxname:1007713	urn:lsid:marinespecies.org:taxname:221506	NA	Platyberyx andriashevi	Platyberyx andriashevi	Platyberyx	NA	NA	Animalia	Chordata	Teleostei	Scombriformes	Caristiidae	Platyberyx	NA	andriashevi	NA	Species	(Kukuev, Parin & Trunov, 2012)	ICZN	accepted	NA	2017-10-23	Froese, R. and D. Pauly. Editors. (2024). FishBase. Platyberyx andriashevi (Kukuev, Parin & Trunov, 2012). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1007713	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1007713	NA	NA	NA	NA	NA	NCBI:txid2821164	To GenBank (1 nucleotides; 1 proteins)	NA	ncbi	NA	1007713	221506	Platyberyx andriashevi	NCBI:txid215354	NCBI:txid2821164
Platyrhinoidis triseriata	R000808	282280	urn:lsid:marinespecies.org:taxname:282280	urn:lsid:marinespecies.org:taxname:282280	urn:lsid:marinespecies.org:taxname:282280	urn:lsid:marinespecies.org:taxname:270441	NA	Platyrhinoidis triseriata	Platyrhinoidis triseriata	Platyrhinoidis	NA	NA	Animalia	Chordata	Elasmobranchii	Torpediniformes	Platyrhinidae	Platyrhinoidis	NA	triseriata	NA	Species	(Jordan & Gilbert, 1880)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Platyrhinoidis triseriata (Jordan & Gilbert, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282280	https://www.marinespecies.org/aphia.php?p=taxdetails&id=282280	NA	NA	NA	NA	NA	NCBI:txid740705	To GenBank (8 nucleotides; 16 proteins)	NA	ncbi	NA	282280	270441	Platyrhinoidis triseriata	NCBI:txid117850	NCBI:txid740705
Platytroctes apus	R000809	126746	urn:lsid:marinespecies.org:taxname:126746	urn:lsid:marinespecies.org:taxname:126746	urn:lsid:marinespecies.org:taxname:126746	urn:lsid:marinespecies.org:taxname:125905	NA	Platytroctes apus	Platytroctes apus	Platytroctes	Günther, A. (1878). Preliminary notices of deep-sea fishes collected during the voyage of H. M. S. `Challenger. <em>Annals and Magazine of Natural History (Series 5).</em> 2 (nos 7/8/9)(art. 2/22/28): 17-28, 179-187, 248-251. [Also a partial separate, pp. 1-24.	1878	Animalia	Chordata	Teleostei	Alepocephaliformes	Platytroctidae	Platytroctes	NA	apus	NA	Species	Günther, 1878	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Platytroctes apus Günther, 1878. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126746	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126746	NA	NA	NA	NA	NA	NCBI:txid170202	To GenBank (16 nucleotides; 39 proteins)	NA	ncbi	NA	126746	125905	Platytroctes apus	NCBI:txid170201	NCBI:txid170202
Plectobranchus evides	R000810	282283	urn:lsid:marinespecies.org:taxname:282283	urn:lsid:marinespecies.org:taxname:282283	urn:lsid:marinespecies.org:taxname:282283	urn:lsid:marinespecies.org:taxname:270451	NA	Plectobranchus evides	Plectobranchus evides	Plectobranchus	Gilbert, C. H. (1890). A preliminary report on the fishes collected by the steamer Albatross on the Pacific coast of North America during the year 1889, with descriptions of twelve new genera and ninety-two new species. <em>Proceedings of the United States National Museum.</em> v. 13 (no. 797): 49-126.	1890	Animalia	Chordata	Teleostei	Perciformes	Stichaeidae	Plectobranchus	NA	evides	NA	Species	Gilbert, 1890	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Plectobranchus evides Gilbert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282283	https://www.marinespecies.org/aphia.php?p=taxdetails&id=282283	NA	NA	NA	NA	NA	NCBI:txid57849	To GenBank (7 nucleotides; 3 proteins)	NA	ncbi	NA	282283	270451	Plectobranchus evides	NCBI:txid57848	NCBI:txid57849
Pleurogrammus monopterygius	R000811	282289	urn:lsid:marinespecies.org:taxname:282289	urn:lsid:marinespecies.org:taxname:282289	urn:lsid:marinespecies.org:taxname:282289	urn:lsid:marinespecies.org:taxname:270458	NA	Pleurogrammus monopterygius	Pleurogrammus monopterygius	Pleurogrammus	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Hexagrammidae	Pleurogrammus	NA	monopterygius	NA	Species	(Pallas, 1810)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Pleurogrammus monopterygius (Pallas, 1810). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282289	https://www.marinespecies.org/aphia.php?p=taxdetails&id=282289	NA	NA	NA	NA	NA	NCBI:txid192379	To GenBank (91 nucleotides; 79 proteins)	NA	ncbi	NA	282289	270458	Pleurogrammus monopterygius	NCBI:txid175281	NCBI:txid192379
Pleuronectes quadrituberculatus	R000812	254564	urn:lsid:marinespecies.org:taxname:254564	urn:lsid:marinespecies.org:taxname:254564	urn:lsid:marinespecies.org:taxname:254564	urn:lsid:marinespecies.org:taxname:126120	NA	Pleuronectes quadrituberculatus	Pleuronectes quadrituberculatus	Pleuronectes	Pallas, P. S. (1814). Zoographia Rosso-Asiatica, sistens omnium animalium in extenso Imperio Rossico et adjacentibus maribus observatorum recensionem, domicilia, mores et descriptiones anatomen atque icones plurimorum.3 vols.[1811-1814]. <em>Academia Scientiarum, Petropolis [Sankt Petersburg].</em> v. 3: i-vii + 1-428 + index (I-CXXV), Pls. 1, 13, 14, 15, 20 and 21.	1814	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Pleuronectes	NA	quadrituberculatus	NA	Species	Pallas, 1814	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Pleuronectes quadrituberculatus Pallas, 1814. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254564	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254564	NA	NA	NA	NA	NA	NCBI:txid641111	To GenBank (38 nucleotides; 43 proteins)	NA	ncbi	NA	254564	126120	Pleuronectes quadrituberculatus	NCBI:txid8261	NCBI:txid641111
Pleuronichthys coenosus	R000813	282290	urn:lsid:marinespecies.org:taxname:282290	urn:lsid:marinespecies.org:taxname:282290	urn:lsid:marinespecies.org:taxname:282290	urn:lsid:marinespecies.org:taxname:270459	NA	Pleuronichthys coenosus	Pleuronichthys coenosus	Pleuronichthys	Girard, C. F. (1854). Descriptions of new fishes, collected by Dr. A. L. Heermann, naturalist attached to the survey of the Pacific railroad route, under Lieut. R. S. Williamson, U. S. A. <em>Proceedings of the Academy of Natural Sciences of Philadelphia.</em> v. 7: 129-140.	1854	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Pleuronichthys	NA	coenosus	NA	Species	Girard, 1854	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Pleuronichthys coenosus Girard, 1854. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282290	https://www.marinespecies.org/aphia.php?p=taxdetails&id=282290	NA	NA	NA	NA	NA	NCBI:txid269452	To GenBank (32 nucleotides; 33 proteins)	NA	ncbi	NA	282290	270459	Pleuronichthys coenosus	NCBI:txid195633	NCBI:txid269452
