EU552681.1	NA;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea pallasii
KY409329.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409328.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409327.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409326.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409325.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409324.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409323.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409322.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409321.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409320.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409319.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409318.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409317.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409316.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409315.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409314.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409313.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409312.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409311.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409310.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409309.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409308.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409307.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409306.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409305.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409304.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409303.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409302.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409301.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409300.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409299.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409298.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409297.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409296.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409295.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409294.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409293.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409292.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409291.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409290.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409289.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409288.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409287.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409286.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409285.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409284.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409283.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409282.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409281.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409280.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409279.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409278.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409277.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409276.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409275.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409274.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409273.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409272.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409271.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409270.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409269.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409268.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409267.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409266.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409265.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409264.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409263.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409262.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409261.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409260.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409259.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409258.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409257.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409256.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409255.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409254.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409253.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409252.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409251.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409250.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409249.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409248.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409247.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409246.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409245.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409244.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409243.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409242.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409241.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409240.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409239.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409238.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409237.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409236.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409235.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409234.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409233.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409232.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409231.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409230.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409229.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409228.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409227.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409226.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409225.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409224.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409223.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409222.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409221.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409220.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409219.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409218.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409217.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409216.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409215.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409214.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409213.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409212.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409211.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409210.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409209.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409208.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409207.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409206.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409205.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409204.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409203.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409202.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409201.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409200.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409199.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409198.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409197.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409196.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409195.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409194.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409193.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409192.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409191.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409190.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409189.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409188.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409187.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409186.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409185.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409184.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409183.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409182.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409181.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409180.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409179.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409178.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409177.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409176.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409175.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409174.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409173.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409172.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409171.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409170.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409169.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409168.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409167.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409166.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409165.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409164.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409163.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409162.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409161.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409160.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409159.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409158.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409157.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409156.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409155.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409154.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409153.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409152.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409151.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409150.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409149.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409148.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409147.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409146.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409145.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409144.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409143.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409142.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409141.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409140.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409139.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409138.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409137.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409136.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409135.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409134.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409133.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409132.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409131.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409130.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409129.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409128.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409127.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409126.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409125.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409124.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409123.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409122.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409121.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409120.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409119.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409118.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409117.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409116.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409115.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409114.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409113.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409112.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409111.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409110.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409109.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409108.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409107.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409106.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409105.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409104.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409103.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409102.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409100.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409099.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409098.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409097.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409096.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409095.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409094.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409093.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409092.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409091.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409090.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409089.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409088.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409087.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409086.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409085.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409084.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409083.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409082.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409081.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409080.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409079.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409078.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409077.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409076.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409075.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409074.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409073.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409072.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409071.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409070.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409069.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409068.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409067.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409066.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409065.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409064.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409063.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409062.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409061.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409060.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409059.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409058.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409057.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409056.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409055.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409054.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409053.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409052.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409051.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409050.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409049.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409048.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409047.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409046.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409045.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409044.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409043.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409042.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409041.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409040.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409039.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409038.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409037.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409036.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409035.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409034.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409033.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409032.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409031.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409030.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409029.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409028.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409027.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409026.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409025.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409024.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409023.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409022.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409021.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409020.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409019.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409018.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409017.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409016.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409015.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409014.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409013.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409012.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409011.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409010.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409009.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409008.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409007.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409006.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY409005.1	NA;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
