Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR6179454,2017-10-17 08:13:12,2017-10-17 08:09:34,19946882,1515963032,0,76,662,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179454.sralite.1,SRX3290126,6-ch6_S58,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599420,SAMN07792254,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-ch1-o-fe-r1,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,1FEDD4E2D68AD74FCE2528A756DE5BE9,053A2990C271FB54B6F77F772EA11B9A
SRR6179453,2017-10-17 08:13:12,2017-10-17 08:09:21,18972213,1441888188,0,76,619,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179453.sralite.1,SRX3290127,5-ch5_S53,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599421,SAMN07792253,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-ch1-o-ma-r1,,,,,male,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,7A0A5EE6606685714BD304847B99FA17,876CDEF2A18F87A89C76C7F963295777
SRR6179463,2017-10-17 08:14:12,2017-10-17 08:11:29,15341708,1165969808,0,76,507,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179463.sralite.1,SRX3290117,17-ch17_S49,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599423,SAMN07792265,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-ch1-o-ma-r2,,,,,male,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,BCD6122AC91D0C80E61A5F42D84FBBF3,BBCE972B966C7BDD80BDD3588C77FABC
SRR6179450,2017-10-17 08:13:12,2017-10-17 08:10:04,21429054,1628608104,0,76,697,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179450.sralite.1,SRX3290130,2-ch2_S54,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599439,SAMN07792250,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-ch1-y-fe-r1,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,00C5E41C4F7BD87F20F3C666B63EF7ED,9C42E73C6C38950570A6FDFEF6DB6694
SRR6179460,2017-10-17 08:14:12,2017-10-17 08:11:52,19108151,1452219476,0,76,626,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179460.sralite.1,SRX3290120,14-ch14_S50,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599414,SAMN07792262,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-ch1-y-fe-r2,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,156EBDE1ED91A61C866F0674A6EADA19,DC1F6E4A9F3CED9243E86726028C92A6
SRR6179449,2017-10-17 08:18:15,2017-10-17 08:11:28,22514451,1711098276,0,76,741,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179449.sralite.1,SRX3290131,1-ch1_S60,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599424,SAMN07792249,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-ch1-y-ma-r1,,,,,male,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,AF9AC77FB0449579B2B7F721371906D0,1F9290238126F9BB24A632703F277DC1
SRR6179459,2017-10-17 08:14:12,2017-10-17 08:11:28,18257118,1387540968,0,76,590,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179459.sralite.1,SRX3290121,13-ch13_S45,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599434,SAMN07792261,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-ch1-y-ma-r2,,,,,male,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,ECB52DA5871D7A114CBFC2A7D0E77E36,55ABC7C1112810D90CB34692BB160F7E
SRR6179457,2017-10-17 08:13:12,2017-10-17 08:08:49,17044626,1295391576,0,76,557,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179457.sralite.1,SRX3290123,10-ch10_S46,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599417,SAMN07792258,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-ch2-m-fe-r1,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,EE75F0AA20D86B25EC24A7AA1A2C1D54,09473CCE42F9C68A7A2E8F4D5E342283
SRR6179439,2017-10-17 08:18:16,2017-10-17 08:11:28,24426453,1856410428,0,76,801,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179439.sralite.1,SRX3290141,9-ch9_S57,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599441,SAMN07792257,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-ch2-m-ma-r1,,,,,male,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,851CBCC0D71F40054F41F04F4D7F0B2B,DB2528290F4B1BF480D417768712572C
SRR6179458,2017-10-17 08:14:12,2017-10-17 08:11:41,23672718,1799126568,0,76,773,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179458.sralite.1,SRX3290122,54-ch60_S36,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599422,SAMN07792302,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-ch2-mo-fe-r3,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,ED708E0E608E2215DA04C943B391168B,231F58138F0FE2D0C94F761B10916CED
SRR6179462,2017-10-17 08:18:15,2017-10-17 08:13:04,16610553,1262402028,0,76,553,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179462.sralite.1,SRX3290118,12-ch12_S44,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599427,SAMN07792260,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-ch2-o-fe-r1,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,5F96481E0AD867A903B9385C0A60F456,390516FA0463C155326473BD88A0AFEE
SRR6179456,2017-10-17 08:11:12,2017-10-17 08:08:50,17010633,1292808108,0,76,565,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179456.sralite.1,SRX3290124,36-ch36_S21,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599418,SAMN07792284,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-ch2-o-fe-r3,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,095D26E57E468016B40D382418E1689B,319D24CB75827E68EB92E337DD3CEFE1
SRR6179461,2017-10-17 08:14:12,2017-10-17 08:11:28,18135781,1378319356,0,76,598,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179461.sralite.1,SRX3290119,11-ch11_S47,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599413,SAMN07792259,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-ch2-o-ma-r1,,,,,male,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,66F790B3C36F5E4C644886A155F585EB,75A09D795D2F63BC34D980D0518E50D2
SRR6179451,2017-10-17 08:18:15,2017-10-17 08:11:28,22135614,1682306664,0,76,732,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179451.sralite.1,SRX3290129,35-ch35_S16,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599433,SAMN07792283,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-ch2-o-ma-r3,,,,,male,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,624B38DBBB6E377BE4858F558CFF1723,8717E0BD8207201B24DEFCBDF31C250B
SRR6179452,2017-10-17 08:13:12,2017-10-17 08:08:56,15440105,1173447980,0,76,509,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179452.sralite.1,SRX3290128,55-U1_S35,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599436,SAMN07792303,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-cop-plank-mafe-r1,,,,,pooled male and female,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,60002997C46E85A57144EA445BF5DB50,6EBA296040F74BB7299C88DE199C2C97
SRR6179445,2017-10-17 08:13:12,2017-10-17 08:10:04,19923697,1514200972,0,76,512,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179445.sralite.1,SRX3290135,4-CH61_S11,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599428,SAMN07792309,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-pad1-m-fe-r1,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,D626462E9216A13A40A19D2BE9363658,E500584E810A065A341D5174C55BC9AD
SRR6179443,2017-10-17 08:13:12,2017-10-17 08:09:15,18899606,1436370056,0,76,482,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179443.sralite.1,SRX3290137,6-CH63_S31,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599430,SAMN07792311,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-pad1-m-fe-r2,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,42A391F981D2DD8D9D0F0594B96ACDC2,59163A29D8B1CE4C58E9266BE63D6129
SRR6179441,2017-10-17 08:11:12,2017-10-17 08:08:29,15988170,1215100920,0,76,409,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179441.sralite.1,SRX3290139,8-CH65_S51,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599437,SAMN07792313,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-pad1-m-fe-r3,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,D730852C306251E23AC718A9CE661CCC,787C62E4A13B93874E1BB867F799BD6B
SRR6179446,2017-10-17 08:13:12,2017-10-17 08:09:28,19633397,1492138172,0,76,655,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179446.sralite.1,SRX3290134,44-ch44_S29,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599440,SAMN07792292,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-pad1-m-ma-r3,,,,,male,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,E6BF1176165C3D09053DADC617AFFF4D,0984F779171910B489EDDABF9A194EDA
SRR6179444,2017-10-17 08:13:12,2017-10-17 08:09:35,17898594,1360293144,0,76,459,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179444.sralite.1,SRX3290136,5-CH62_S21,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599429,SAMN07792310,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-pad1-o-fe-r1,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,16B825D9646AA56DCCE13B6A8EF3E072,63A37DD46548F95973948CBF417DDE80
SRR6179442,2017-10-17 08:11:12,2017-10-17 08:09:14,15974543,1214065268,0,76,411,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179442.sralite.1,SRX3290138,7-CH64_S41,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599435,SAMN07792312,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-pad1-o-fe-r2,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,228D143B033F8E942EA263AC2EA6F023,65DEF94CA1ED3D06848E1C45ECA73B1B
SRR6179440,2017-10-17 08:14:12,2017-10-17 08:11:28,23159348,1760110448,0,76,591,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179440.sralite.1,SRX3290140,9-CH66_S62,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599432,SAMN07792314,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-pad1-o-fe-r3,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,DA5FE0F0553598340FE27598C28C2089,E474677F91DDCC690ABA00EA54F652B3
SRR6179455,2017-10-17 08:18:15,2017-10-17 08:11:28,24540113,1865048588,0,76,808,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/179/SRR6179455.sralite.1,SRX3290125,43-ch43_S24,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP120111,PRJNA413461,,413461,SRS2599419,SAMN07792291,simple,1504303,Lepeophtheirus salmonis salmonis,CHALPRO-pad1-y-ma-r3,,,,,male,,no,,,,,UNIVERSITY OF BERGEN,SRA620174,,public,F5520C7C0BE6146E746E76D2D7041984,81B7CAAA91BC124D320A7801EC838C2A
SRR6466516,2019-01-29 00:16:52,2018-01-11 22:11:09,16296797,4074199250,16296797,250,1386,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/466/SRR6466516.sralite.1,SRX3556465,IntR1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128957,PRJNA428418,,428418,SRS2829794,SAMN08290294,simple,373177,Branchiostoma japonicum,IntR1,,,,,pooled male and female,,no,,,,,OCEAN UNIVERSITY OF CHINA,SRA646178,,public,2B60BBB5CE8FB808D5C9874D49481169,5E7E07F08BD71AA846686F3E719B917F
SRR6466515,2019-01-29 00:16:52,2018-01-11 22:13:01,17591830,4397957500,17591830,250,1501,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/466/SRR6466515/SRR6466515.sralite.1,SRX3556466,IntR2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128957,PRJNA428418,,428418,SRS2829796,SAMN08290295,simple,373177,Branchiostoma japonicum,IntR2,,,,,pooled male and female,,no,,,,,OCEAN UNIVERSITY OF CHINA,SRA646178,,public,0CE22DA82F62CADC72457A973CFD7F1C,CA9714F1B6BDEAEA6DB4518DD4179E06
SRR6466518,2019-01-29 00:16:52,2018-01-11 22:16:07,19076104,4769026000,19076104,250,1655,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/466/SRR6466518/SRR6466518.sralite.1,SRX3556463,AP14hR-1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128957,PRJNA428418,,428418,SRS2829797,SAMN08290296,simple,373177,Branchiostoma japonicum,AP14hR-1,,,,,pooled male and female,,no,,,,,OCEAN UNIVERSITY OF CHINA,SRA646178,,public,1D197AF455EE050B13A656CD038D7F8C,2F5206131F5B78F214E5330BE7D4E621
SRR6466517,2019-01-29 00:16:52,2018-01-11 22:09:12,13531013,3382753250,13531013,250,1155,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/466/SRR6466517.sralite.1,SRX3556464,AP14hR-2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128957,PRJNA428418,,428418,SRS2829795,SAMN08290297,simple,373177,Branchiostoma japonicum,AP14hR-2,,,,,pooled male and female,,no,,,,,OCEAN UNIVERSITY OF CHINA,SRA646178,,public,50DE801019809791461C4D911E20F636,A075F0CD22175FFEACD065087A42F2D1
SRR6466514,2019-01-29 00:16:52,2018-01-11 22:11:43,11427529,2856882250,11427529,250,973,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/466/SRR6466514/SRR6466514.sralite.1,SRX3556467,AP15dR-1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128957,PRJNA428418,,428418,SRS2829799,SAMN08290300,simple,373177,Branchiostoma japonicum,AP15dR-1,,,,,pooled male and female,,no,,,,,OCEAN UNIVERSITY OF CHINA,SRA646178,,public,1F14CBA66E6167F2CCF2E8E260B03137,4A550391F7A52B3D3FD8237870F19C19
SRR6466513,2019-01-29 00:16:52,2018-01-11 22:10:03,14885286,3721321500,14885286,250,1260,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/466/SRR6466513/SRR6466513.sralite.1,SRX3556468,AP15dR-2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128957,PRJNA428418,,428418,SRS2829800,SAMN08290301,simple,373177,Branchiostoma japonicum,AP15dR-2,,,,,pooled male and female,,no,,,,,OCEAN UNIVERSITY OF CHINA,SRA646178,,public,507D2772FF09E46AF5C4C3FF7580AACE,F9DBF78F6D0F14043221A59EFF983E92
SRR6466510,2019-01-29 00:16:52,2018-01-11 22:11:02,17701548,4425387000,17701548,250,1520,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/466/SRR6466510.sralite.1,SRX3556471,AP25dR-1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128957,PRJNA428418,,428418,SRS2829802,SAMN08290302,simple,373177,Branchiostoma japonicum,AP25dR-1,,,,,pooled male and female,,no,,,,,OCEAN UNIVERSITY OF CHINA,SRA646178,,public,FCBCD04EB0AD61659E02C94478461133,96C40338ED2811B175BFBAE1A5E2387D
SRR6466509,2019-01-29 00:16:52,2018-01-11 22:11:29,13848290,3462072500,13848290,250,1168,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/466/SRR6466509.sralite.1,SRX3556472,AP25dR-2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128957,PRJNA428418,,428418,SRS2829864,SAMN08290303,simple,373177,Branchiostoma japonicum,AP25dR-2,,,,,pooled male and female,,no,,,,,OCEAN UNIVERSITY OF CHINA,SRA646178,,public,AC69AFE374D44250C4AD02FFE3F1DF4B,A0500A2B0E062DB06C2034F81CAF169F
SRR6466512,2019-01-29 00:16:52,2018-01-11 22:09:16,13974036,3493509000,13974036,250,1202,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/466/SRR6466512/SRR6466512.sralite.1,SRX3556469,AP5dR-1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128957,PRJNA428418,,428418,SRS2829798,SAMN08290298,simple,373177,Branchiostoma japonicum,AP5dR-1,,,,,pooled male and female,,no,,,,,OCEAN UNIVERSITY OF CHINA,SRA646178,,public,E0E56706EFE6010C03570AC0F64BEED6,22C29FC1608678C705FEEAEB5B0CD08C
SRR6466511,2019-01-29 00:16:52,2018-01-11 22:11:31,17321578,4330394500,17321578,250,1481,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/466/SRR6466511/SRR6466511.sralite.1,SRX3556470,AP5dR-2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128957,PRJNA428418,,428418,SRS2829801,SAMN08290299,simple,373177,Branchiostoma japonicum,AP5dR-2,,,,,pooled male and female,,no,,,,,OCEAN UNIVERSITY OF CHINA,SRA646178,,public,C134D43A30976FD4D173B53A86E7AD70,C32DE924709E8D39BC7CDC3999D048CC
SRR8597300,2020-03-19 00:47:50,2019-02-20 21:24:57,657333693,198514775286,657333693,302,81270,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR008/8597/SRR8597300/SRR8597300.lite.1,SRX5397353,Lib1a,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP186389,PRJNA472597,3,472597,SRS4384270,SAMN09238016,simple,1049777,Enhydra lutris nereis,01_Elut_CA_Gidget,,,,,female,,no,,,,,UCLA,SRA850743,,public,E6620E39CEAC9A60C7E12AA7CC8EB079,2F4673D5D50647F74ABEB00BD6F4DD19
SRR10314458,2019-10-21 05:24:46,2019-10-21 04:56:45,29125257,2213519532,0,76,756,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314458.sralite.1,SRX7025425,49-AG166_S7,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546022,SAMN13054091,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG166_S2-D5-Ls-HR-1,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,7DFFE51D979B6166CE5A8FABFC3E53A9,CCBD6695901409207EE32A364F767503
SRR10314452,2019-10-21 05:24:46,2019-10-21 04:55:51,28410619,2159207044,0,76,737,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/314/SRR10314452.sralite.1,SRX7025431,55-AG167_S53,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546028,SAMN13054097,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG167_S2-D5-Ls-LR-2,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,F87C0B03DAF56B71927B264AF393A6FB,058540146FB8CF2FAF9E185300771A4E
SRR10314457,2019-10-21 05:24:46,2019-10-21 04:54:41,27201040,2067279040,0,76,707,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314457.sralite.1,SRX7025426,50-AG168_S15,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546023,SAMN13054092,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG168_S2-D5-Ls-HR-2,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,6F248CBFCA81508873BB927A06EBA2D0,33C5AF0B82EF87AD0A008288484633D6
SRR10314451,2019-10-21 05:24:46,2019-10-21 04:56:43,30518191,2319382516,0,76,792,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314451.sralite.1,SRX7025432,56-AG169_S60,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546029,SAMN13054098,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG169_S2-D5-Ls-LR-3,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,3FF67ABE75BEDAD5219777DC68B7DC91,80285F1AC9FFD44025CE5CC2A4F09F64
SRR10314456,2019-10-21 05:24:46,2019-10-21 04:58:00,31673698,2407201048,0,76,823,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314456.sralite.1,SRX7025427,51-AG170_S23,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546024,SAMN13054093,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG170_S2-D5-Ls-HR-4,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,167D4B12A272016FC5FCABC64DE72CB7,933844C051685CAFA19E885C7410EA42
SRR10314450,2019-10-21 05:24:46,2019-10-21 04:56:32,30571267,2323416292,0,76,798,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314450.sralite.1,SRX7025433,57-AG171_S8,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546030,SAMN13054099,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG171_S2-D5-Ls-LR-4,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,AE2DB60A365227FAC0EC0E03215A98DB,3A93AE3B7BB63E180A40831C6109AA74
