Project Request,Scientific name,Point of Contact for Submission,Email,Common Name,Survey Type,species_code
NMFS AFSC GAP Survey,Rhabdus rectius,Emily Markowtiz,emily.markowitz@noaa.gov,Dall tuskshell,Encountered,77012
NMFS AFSC GAP Survey,Gadilidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,77015
NMFS AFSC GAP Survey,Compressidens stearnsii,Emily Markowtiz,emily.markowitz@noaa.gov,Stearns toothshell,Encountered,77102
NMFS AFSC GAP Survey,Cephalopoda,Emily Markowtiz,emily.markowitz@noaa.gov,cephalopod unid.,Encountered,78000
NMFS AFSC GAP Survey,Cephalopoda egg,Emily Markowtiz,emily.markowitz@noaa.gov,squid or octopus egg unid.,Encountered,78005
NMFS AFSC GAP Survey,Octopodidae,Emily Markowtiz,emily.markowitz@noaa.gov,octopus unid.,Encountered,78010
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,pelagic octopus unid.,Encountered,78011
NMFS AFSC GAP Survey,Muusoctopus leioderma,Emily Markowtiz,emily.markowitz@noaa.gov,smoothskin octopus,Encountered,78012
NMFS AFSC GAP Survey,Muusoctopus sibiricus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,78013
NMFS AFSC GAP Survey,Muusoctopus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,78014
NMFS AFSC GAP Survey,Octopus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,78020
NMFS AFSC GAP Survey,Japetella heathi,Emily Markowtiz,emily.markowitz@noaa.gov,yellowring octopus,Encountered,78021
NMFS AFSC GAP Survey,Japetella diaphana,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,78022
NMFS AFSC GAP Survey,Japetella sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,78023
NMFS AFSC GAP Survey,Opisthoteuthis californiana,Emily Markowtiz,emily.markowitz@noaa.gov,flapjack devilfish,Encountered,78030
NMFS AFSC GAP Survey,Opisthoteuthis albatrossi,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,78040
NMFS AFSC GAP Survey,Octopus californicus,Emily Markowtiz,emily.markowitz@noaa.gov,North Pacific bigeye octopus,Encountered,78210
NMFS AFSC GAP Survey,Bolitaeninae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,78300
NMFS AFSC GAP Survey,Opisthoteuthis sp. cf. californiana (Jorgensen),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,78301
NMFS AFSC GAP Survey,Graneledone boreopacifica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,78352
NMFS AFSC GAP Survey,Graneledone sp. cf. boreopacifica (Nesis),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,78353
NMFS AFSC GAP Survey,Enteroctopus dofleini,Emily Markowtiz,emily.markowitz@noaa.gov,giant octopus,Encountered,78403
NMFS AFSC GAP Survey,Octopus rubescens,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,78404
NMFS AFSC GAP Survey,Bathypolypus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,78452
NMFS AFSC GAP Survey,Sasakiopus salebrosus,Emily Markowtiz,emily.markowitz@noaa.gov,pygmy benthoctopus,Encountered,78454
NMFS AFSC GAP Survey,Muusoctopus oregonensis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,78455
NMFS AFSC GAP Survey,Vampyroteuthis infernalis,Emily Markowtiz,emily.markowitz@noaa.gov,vampire squid,Encountered,78502
NMFS AFSC GAP Survey,Decapodiformes,Emily Markowtiz,emily.markowitz@noaa.gov,squid unid.,Encountered,79000
NMFS AFSC GAP Survey,Taningia danae,Emily Markowtiz,emily.markowitz@noaa.gov,rhomboid squid,Encountered,79001
NMFS AFSC GAP Survey,Decapodiformes egg,Emily Markowtiz,emily.markowitz@noaa.gov,squid egg unid.,Encountered,79002
NMFS AFSC GAP Survey,Rossia pacifica,Emily Markowtiz,emily.markowitz@noaa.gov,eastern Pacific bobtail,Encountered,79020
NMFS AFSC GAP Survey,Rossia pacifica eggs,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79021
NMFS AFSC GAP Survey,Doryteuthis opalescens,Emily Markowtiz,emily.markowitz@noaa.gov,California market squid,Encountered,79120
NMFS AFSC GAP Survey,Gonatidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79199
NMFS AFSC GAP Survey,Gonatus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79200
NMFS AFSC GAP Survey,Gonatus onyx,Emily Markowtiz,emily.markowitz@noaa.gov,clawed armhook squid,Encountered,79201
NMFS AFSC GAP Survey,Gonatus berryi,Emily Markowtiz,emily.markowitz@noaa.gov,Berry armhook squid,Encountered,79202
NMFS AFSC GAP Survey,Gonatus pyros,Emily Markowtiz,emily.markowitz@noaa.gov,fiery armhook squid,Encountered,79203
NMFS AFSC GAP Survey,Gonatus californiensis,Emily Markowtiz,emily.markowitz@noaa.gov,California armhook squid,Encountered,79204
NMFS AFSC GAP Survey,Gonatus madokai,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79205
NMFS AFSC GAP Survey,Gonatus kamtschaticus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79206
NMFS AFSC GAP Survey,Gonatopsis okutanii,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79207
NMFS AFSC GAP Survey,Gonatus middendorffi,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79208
NMFS AFSC GAP Survey,Berryteuthis magister,Emily Markowtiz,emily.markowitz@noaa.gov,magistrate armhook squid,Encountered,79210
NMFS AFSC GAP Survey,Okutania anonycha,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79211
NMFS AFSC GAP Survey,Gonatopsis sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79250
NMFS AFSC GAP Survey,Gonatopsis borealis,Emily Markowtiz,emily.markowitz@noaa.gov,boreopacific armhook squid,Encountered,79252
NMFS AFSC GAP Survey,Gonatopsis sp. cf. japonicus (Kubodera and Okutani),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79253
NMFS AFSC GAP Survey,Gonatopsis makko,Emily Markowtiz,emily.markowitz@noaa.gov,makko armhook squid,Encountered,79254
NMFS AFSC GAP Survey,Gonatopsis sp. A (Jorgensen),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79255
NMFS AFSC GAP Survey,Ommastrephidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79259
NMFS AFSC GAP Survey,Ommastrephes bartramii,Emily Markowtiz,emily.markowitz@noaa.gov,red flying squid,Encountered,79260
NMFS AFSC GAP Survey,Dosidicus gigas,Emily Markowtiz,emily.markowitz@noaa.gov,Humboldt squid,Encountered,79265
NMFS AFSC GAP Survey,Onykia robusta,Emily Markowtiz,emily.markowitz@noaa.gov,robust clubhook squid,Encountered,79302
NMFS AFSC GAP Survey,Onychoteuthidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79310
NMFS AFSC GAP Survey,Onychoteuthis banksii,Emily Markowtiz,emily.markowitz@noaa.gov,common clubhook squid,Encountered,79311
NMFS AFSC GAP Survey,Onychoteuthis borealijaponica,Emily Markowtiz,emily.markowitz@noaa.gov,boreal clubhook squid,Encountered,79312
NMFS AFSC GAP Survey,Galiteuthis phyllura,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79340
NMFS AFSC GAP Survey,Abraliopsis sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79351
NMFS AFSC GAP Survey,Abraliopsis felis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79352
NMFS AFSC GAP Survey,Chiroteuthis sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79403
NMFS AFSC GAP Survey,Chiroteuthis calyx,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79404
NMFS AFSC GAP Survey,Cranchia scabra,Emily Markowtiz,emily.markowitz@noaa.gov,sandpaper squid,Encountered,79405
NMFS AFSC GAP Survey,Cranchiidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79406
NMFS AFSC GAP Survey,Taoniinae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79440
NMFS AFSC GAP Survey,Taonius pavo,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79442
NMFS AFSC GAP Survey,Taonius borealis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79443
NMFS AFSC GAP Survey,Octopoteuthis deletron,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79504
NMFS AFSC GAP Survey,Histioteuthis sp.,Emily Markowtiz,emily.markowitz@noaa.gov,jewel squids,Encountered,79509
NMFS AFSC GAP Survey,Histioteuthis heteropsis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79510
NMFS AFSC GAP Survey,Stigmatoteuthis hoylei,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79512
NMFS AFSC GAP Survey,Stigmatoteuthis dofleini,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,79513
NMFS AFSC GAP Survey,Asteroidea,Emily Markowtiz,emily.markowitz@noaa.gov,sea star unid.,Encountered,80000
NMFS AFSC GAP Survey,Ceramaster leptoceramus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80005
NMFS AFSC GAP Survey,Henricia dyscrita,Emily Markowtiz,emily.markowitz@noaa.gov,short-spined Henricia,Encountered,80598
NMFS AFSC GAP Survey,Aleutiaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,Ahearns star,Encountered,80601
NMFS AFSC GAP Survey,Gephyreaster swifti,Emily Markowtiz,emily.markowitz@noaa.gov,Swift sea star,Encountered,80602
NMFS AFSC GAP Survey,Gephyreaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80603
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,lens star,Encountered,80604
NMFS AFSC GAP Survey,Pseudarchaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80610
NMFS AFSC GAP Survey,Pseudarchaster alascensis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80620
NMFS AFSC GAP Survey,Pseudarchaster pusillus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80624
NMFS AFSC GAP Survey,Pseudarchaster dissonus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80625
NMFS AFSC GAP Survey,Odontaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80628
NMFS AFSC GAP Survey,Odontaster sp. B (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80629
NMFS AFSC GAP Survey,Hippasteria sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80630
NMFS AFSC GAP Survey,Hippasteria sp. B (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,pale spiny star,Encountered,80634
NMFS AFSC GAP Survey,Hippasteria sp. C (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,Bering spiny star,Encountered,80635
NMFS AFSC GAP Survey,Hippasteria sp. D (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,Commander spiny star,Encountered,80636
NMFS AFSC GAP Survey,Hippasteria sp. E (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,Alaskan spiny star,Encountered,80637
NMFS AFSC GAP Survey,Hippasteria californica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80640
NMFS AFSC GAP Survey,Hippasteria heathi,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80645
NMFS AFSC GAP Survey,Hippasteria leiopelta,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80646
NMFS AFSC GAP Survey,Hippasteria phrygiana,Emily Markowtiz,emily.markowitz@noaa.gov,Aleutian spiny star,Encountered,80650
NMFS AFSC GAP Survey,Pseudarchaster parelii,Emily Markowtiz,emily.markowitz@noaa.gov,scarlet sea star,Encountered,80660
NMFS AFSC GAP Survey,Hippasteria lepidonotus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80670
NMFS AFSC GAP Survey,Mediaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80690
NMFS AFSC GAP Survey,Mediaster tenellus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80691
NMFS AFSC GAP Survey,Mediaster aequalis,Emily Markowtiz,emily.markowitz@noaa.gov,vermilion sea star,Encountered,80710
NMFS AFSC GAP Survey,Ceramaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80728
NMFS AFSC GAP Survey,Ceramaster japonicus,Emily Markowtiz,emily.markowitz@noaa.gov,red bat star,Encountered,80729
NMFS AFSC GAP Survey,Ceramaster patagonicus,Emily Markowtiz,emily.markowitz@noaa.gov,orange bat sea star,Encountered,80730
NMFS AFSC GAP Survey,Ceramaster arcticus,Emily Markowtiz,emily.markowitz@noaa.gov,Arctic bat sea star,Encountered,80731
NMFS AFSC GAP Survey,Ceramaster clarki,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80732
NMFS AFSC GAP Survey,Ceramaster stellatus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80733
NMFS AFSC GAP Survey,Goniasteridae,Emily Markowtiz,emily.markowitz@noaa.gov,goniasterid sea stars,Encountered,80735
NMFS AFSC GAP Survey,Luidia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80800
NMFS AFSC GAP Survey,Luidia foliolata,Emily Markowtiz,emily.markowitz@noaa.gov,sand sea star,Encountered,80810
NMFS AFSC GAP Survey,Astropectinidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80811
NMFS AFSC GAP Survey,Dermasterias imbricata,Emily Markowtiz,emily.markowitz@noaa.gov,leather sea star,Encountered,80910
NMFS AFSC GAP Survey,Patiria miniata,Emily Markowtiz,emily.markowitz@noaa.gov,bat star,Encountered,80915
NMFS AFSC GAP Survey,Solaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81060
NMFS AFSC GAP Survey,Solaster endeca,Emily Markowtiz,emily.markowitz@noaa.gov,northern sun sea star,Encountered,81061
NMFS AFSC GAP Survey,Solaster hypothrissus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81062
NMFS AFSC GAP Survey,Solaster hexactis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81063
NMFS AFSC GAP Survey,Solaster dawsoni,Emily Markowtiz,emily.markowitz@noaa.gov,morning sun sea star,Encountered,81064
NMFS AFSC GAP Survey,Solaster stimpsoni,Emily Markowtiz,emily.markowitz@noaa.gov,striped sun sea star,Encountered,81065
NMFS AFSC GAP Survey,Solaster exiguus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81066
NMFS AFSC GAP Survey,Solaster sp. A (Clark 1997),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81067
NMFS AFSC GAP Survey,Solaster spectabilis,Emily Markowtiz,emily.markowitz@noaa.gov,beautiful sun star,Encountered,81068
NMFS AFSC GAP Survey,Solaster sp. D (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,serpent sun star,Encountered,81069
NMFS AFSC GAP Survey,Solaster sp. E (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,Kessler sun star,Encountered,81070
NMFS AFSC GAP Survey,Solaster sp. F (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,Fisher sun star,Encountered,81071
NMFS AFSC GAP Survey,Solaster sp. G (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,ocher sun star,Encountered,81072
NMFS AFSC GAP Survey,Solaster dawsoni arcticus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81073
NMFS AFSC GAP Survey,Solasteridae,Emily Markowtiz,emily.markowitz@noaa.gov,solasterid sea star unid.,Encountered,81074
NMFS AFSC GAP Survey,Solaster paxillatus,Emily Markowtiz,emily.markowitz@noaa.gov,evening sun sea star,Encountered,81080
NMFS AFSC GAP Survey,Crossaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81090
NMFS AFSC GAP Survey,Crossaster borealis,Emily Markowtiz,emily.markowitz@noaa.gov,grooved sea star,Encountered,81092
NMFS AFSC GAP Survey,Crossaster sp. A (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,white rose star,Encountered,81093
NMFS AFSC GAP Survey,Crossaster sp. B (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,pink rose star,Encountered,81094
NMFS AFSC GAP Survey,Crossaster papposus,Emily Markowtiz,emily.markowitz@noaa.gov,rose sea star,Encountered,81095
NMFS AFSC GAP Survey,Heterozonias alternatus,Emily Markowtiz,emily.markowitz@noaa.gov,cannonball sun star,Encountered,81100
NMFS AFSC GAP Survey,Heterozonias sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81101
NMFS AFSC GAP Survey,Lophaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81120
NMFS AFSC GAP Survey,Lophaster sp. A (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81121
NMFS AFSC GAP Survey,Lophaster sp. B (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81122
NMFS AFSC GAP Survey,Lophaster furcilliger,Emily Markowtiz,emily.markowitz@noaa.gov,crested sea star,Encountered,81130
NMFS AFSC GAP Survey,Asthenactis fisheri,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81135
NMFS AFSC GAP Survey,Peribolaster biserialis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81295
NMFS AFSC GAP Survey,Pteraster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81310
NMFS AFSC GAP Survey,Pteraster sp. cf. temnochiton (Clark 1999),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81311
NMFS AFSC GAP Survey,Pteraster temnochiton,Emily Markowtiz,emily.markowitz@noaa.gov,cushion sea star,Encountered,81312
NMFS AFSC GAP Survey,Pteraster sp. A (Clark 1999),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81313
NMFS AFSC GAP Survey,Pteraster sp. B (Clark 1997),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81314
NMFS AFSC GAP Survey,Hymenodiscus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82002
NMFS AFSC GAP Survey,Brisingidae,Emily Markowtiz,emily.markowitz@noaa.gov,brisingid sea star,Encountered,82003
NMFS AFSC GAP Survey,Zoroasteridae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82030
NMFS AFSC GAP Survey,Sagenaster evermanni,Emily Markowtiz,emily.markowitz@noaa.gov,Evermann seastar,Encountered,82035
NMFS AFSC GAP Survey,Zoroaster ophiurus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82060
NMFS AFSC GAP Survey,Myxoderma platyacanthum,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82090
NMFS AFSC GAP Survey,Myxoderma sacculatum,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82091
NMFS AFSC GAP Survey,Anteliaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82100
NMFS AFSC GAP Survey,Anteliaster microgenys nannodes,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82101
NMFS AFSC GAP Survey,Echinacea,Emily Markowtiz,emily.markowitz@noaa.gov,sea urchin unid.,Encountered,82500
NMFS AFSC GAP Survey,Strongylocentrotus droebachiensis,Emily Markowtiz,emily.markowitz@noaa.gov,green sea urchin,Encountered,82510
NMFS AFSC GAP Survey,Strongylocentrotus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82511
NMFS AFSC GAP Survey,Mesocentrotus franciscanus,Emily Markowtiz,emily.markowitz@noaa.gov,red sea urchin,Encountered,82520
NMFS AFSC GAP Survey,Strongylocentrotus polyacanthus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82522
NMFS AFSC GAP Survey,Strongylocentrotus purpuratus,Emily Markowtiz,emily.markowitz@noaa.gov,purple sea urchin,Encountered,82525
NMFS AFSC GAP Survey,Strongylocentrotus pallidus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82526
NMFS AFSC GAP Survey,Strongylocentrotus sp. A,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82527
NMFS AFSC GAP Survey,Strongylocentrotus sp. B,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82528
NMFS AFSC GAP Survey,Strongylocentrotus fragilis,Emily Markowtiz,emily.markowitz@noaa.gov,orange-pink sea urchin,Encountered,82530
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,heart urchin unid.,Encountered,82650
NMFS AFSC GAP Survey,Brisaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82660
NMFS AFSC GAP Survey,Pteraster tesselatus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81315
NMFS AFSC GAP Survey,Pteraster jordani,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81316
NMFS AFSC GAP Survey,Pteraster willsi,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81317
NMFS AFSC GAP Survey,Pteraster sp. D (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81318
NMFS AFSC GAP Survey,Pteraster sp. E (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81319
NMFS AFSC GAP Survey,Pteraster militaris,Emily Markowtiz,emily.markowitz@noaa.gov,wrinkled star,Encountered,81320
NMFS AFSC GAP Survey,Pteraster marsippus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81321
NMFS AFSC GAP Survey,Pteraster octaster,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81322
NMFS AFSC GAP Survey,Pteraster sp. F (Clark),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81323
NMFS AFSC GAP Survey,Pteraster tesselatus arcuatus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81340
NMFS AFSC GAP Survey,Pteraster trigonodon,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81345
NMFS AFSC GAP Survey,Pteraster coscinopeplus,Emily Markowtiz,emily.markowitz@noaa.gov,deepwater Pteraster,Encountered,81350
NMFS AFSC GAP Survey,Pteraster obscurus,Emily Markowtiz,emily.markowitz@noaa.gov,obscure sea star,Encountered,81355
NMFS AFSC GAP Survey,Pteraster pulvillus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81356
NMFS AFSC GAP Survey,Diplopteraster multipes,Emily Markowtiz,emily.markowitz@noaa.gov,pincushion sea star,Encountered,81360
NMFS AFSC GAP Survey,Diplopteraster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81361
NMFS AFSC GAP Survey,Hymenaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,pancake star,Encountered,81365
NMFS AFSC GAP Survey,Thrissacanthias penicillatus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81370
NMFS AFSC GAP Survey,Asterias sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81741
NMFS AFSC GAP Survey,Asterias amurensis,Emily Markowtiz,emily.markowitz@noaa.gov,purple-orange sea star,Encountered,81742
NMFS AFSC GAP Survey,Astropecten californicus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81743
NMFS AFSC GAP Survey,Ctenodiscus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81779
NMFS AFSC GAP Survey,Ctenodiscus crispatus,Emily Markowtiz,emily.markowitz@noaa.gov,common mud star,Encountered,81780
NMFS AFSC GAP Survey,Leptychaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81820
NMFS AFSC GAP Survey,Leptychaster anomalus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81829
NMFS AFSC GAP Survey,Leptychaster pacificus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81830
NMFS AFSC GAP Survey,Leptychaster propinquus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81831
NMFS AFSC GAP Survey,Leptychaster arcticus,Emily Markowtiz,emily.markowitz@noaa.gov,North Pacific sea star,Encountered,81835
NMFS AFSC GAP Survey,Cladaster validus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81840
NMFS AFSC GAP Survey,Cladaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81841
NMFS AFSC GAP Survey,Dipsacaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81850
NMFS AFSC GAP Survey,Dipsacaster anoplus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81860
NMFS AFSC GAP Survey,Dipsacaster borealis,Emily Markowtiz,emily.markowitz@noaa.gov,northern sea star,Encountered,81870
NMFS AFSC GAP Survey,Dipsacaster eximius,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81875
NMFS AFSC GAP Survey,Psilaster pectinatus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81880
NMFS AFSC GAP Survey,Benthopectinidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81890
NMFS AFSC GAP Survey,Cheiraster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81908
NMFS AFSC GAP Survey,Cheiraster sp. A (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,Aleutian fragile sea star,Encountered,81909
NMFS AFSC GAP Survey,Cheiraster dawsoni,Emily Markowtiz,emily.markowitz@noaa.gov,fragile sea star,Encountered,81910
NMFS AFSC GAP Survey,Nearchaster variabilis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81912
NMFS AFSC GAP Survey,Nearchaster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81919
NMFS AFSC GAP Survey,Nearchaster aciculosus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81920
NMFS AFSC GAP Survey,Nearchaster pedicellaris,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81921
NMFS AFSC GAP Survey,Astronebris tatafilius,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,81930
NMFS AFSC GAP Survey,Hymenodiscus pusilla,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82000
NMFS AFSC GAP Survey,Hymenodiscus exilis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,82001
NMFS AFSC GAP Survey,Stylasterias sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80171
NMFS AFSC GAP Survey,Ampheraster sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80180
NMFS AFSC GAP Survey,Ampheraster marianus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80182
NMFS AFSC GAP Survey,Tarsaster alaskanus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,80190
NMFS AFSC GAP Survey,Lethasterias nanimensis,Emily Markowtiz,emily.markowitz@noaa.gov,blackspined sea star,Encountered,80200
