Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,species,Describer,Taxon
SCAMMIT List,SILICEA,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,,,,,,,,,,,,,,,,SILICEA
SCAMMIT List,Munidopsidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Munidopsidae,,,,,,,Munidopsidae
SCAMMIT List,Munidopsis sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Munidopsidae,,,Munidopsis,,,,Munidopsis sp
SCAMMIT List,Munidopsis aspera,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Munidopsidae,,,Munidopsis,,aspera,(Henderson 1885),Munidopsis aspera
SCAMMIT List,Munidopsis depressa,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Munidopsidae,,,Munidopsis,,depressa,Faxon 1853,Munidopsis depressa
SCAMMIT List,Porcellanidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Porcellanidae,,,,,,,Porcellanidae
SCAMMIT List,Pachycheles sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Porcellanidae,,,Pachycheles,,,,Pachycheles sp
SCAMMIT List,Pachycheles holosericus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Porcellanidae,,,Pachycheles,,holosericus,Schmitt 1921,Pachycheles holosericus
SCAMMIT List,Pachycheles pubescens,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Porcellanidae,,,Pachycheles,,pubescens,Holmes 1900,Pachycheles pubescens
SCAMMIT List,Pachycheles rudis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Porcellanidae,,,Pachycheles,,rudis,Stimpson 1859,Pachycheles rudis
SCAMMIT List,Petrolisthes sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Porcellanidae,,,Petrolisthes,,,,Petrolisthes sp
SCAMMIT List,Petrolisthes cinctipes,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Porcellanidae,,,Petrolisthes,,cinctipes,(Randall 1839),Petrolisthes cinctipes
SCAMMIT List,Petrolisthes manimaculis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Porcellanidae,,,Petrolisthes,,manimaculis,Glassell 1945,Petrolisthes manimaculis
SCAMMIT List,Polyonyx sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Porcellanidae,,,Polyonyx,,,,Polyonyx sp
SCAMMIT List,Polyonyx quadriungulatus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Porcellanidae,,,Polyonyx,,quadriungulatus,Glassell 1935,Polyonyx quadriungulatus
SCAMMIT List,Lithodoidea,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,,,,,,,,Lithodoidea
SCAMMIT List,Hapalogastridae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,,,,,Hapalogastridae
SCAMMIT List,Acantholithodes sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Acantholithodes,,,,Acantholithodes sp
SCAMMIT List,Acantholithodes hispidus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Acantholithodes,,hispidus,(Stimpson 1860),Acantholithodes hispidus
SCAMMIT List,Lithodidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,,,,,Lithodidae
SCAMMIT List,Glyptolithodes sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Glyptolithodes,,,,Glyptolithodes sp
SCAMMIT List,Glyptolithodes cristatipes,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Glyptolithodes,,cristatipes,(Faxon 1893),Glyptolithodes cristatipes
SCAMMIT List,Lopholithodes sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Lopholithodes,,,,Lopholithodes sp
SCAMMIT List,Lopholithodes foraminatus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Lopholithodes,,foraminatus,(Stimpson 1859),Lopholithodes foraminatus
SCAMMIT List,Paralithodes sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Paralithodes,,,,Paralithodes sp
SCAMMIT List,Paralithodes californiensis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Paralithodes,,californiensis,(Benedict 1894),Paralithodes californiensis
SCAMMIT List,Paralithodes rathbuni,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Paralithodes,,rathbuni,(Benedict 1894),Paralithodes rathbuni
SCAMMIT List,Hippoidea,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Hippoidea,,,,,,,,Hippoidea
SCAMMIT List,Albuneidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Hippoidea,Albuneidae,,,,,,,Albuneidae
SCAMMIT List,Lepidopa sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Hippoidea,Albuneidae,,,Lepidopa,,,,Lepidopa sp
SCAMMIT List,Lepidopa californica,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Hippoidea,Albuneidae,,,Lepidopa,,californica,Efford 1971,Lepidopa californica
SCAMMIT List,Blepharipodidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Hippoidea,Blepharipodidae,,,,,,,Blepharipodidae
SCAMMIT List,Blepharipoda sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Hippoidea,Blepharipodidae,,,Blepharipoda,,,,Blepharipoda sp
SCAMMIT List,Blepharipoda occidentalis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Hippoidea,Blepharipodidae,,,Blepharipoda,,occidentalis,Randall 1839,Blepharipoda occidentalis
SCAMMIT List,Hippidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Hippoidea,Hippidae,,,,,,,Hippidae
SCAMMIT List,Emerita sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Hippoidea,Hippidae,,,Emerita,,,,Emerita sp
SCAMMIT List,Emerita analoga,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Hippoidea,Hippidae,,,Emerita,,analoga,(Stimpson 1857),Emerita analoga
SCAMMIT List,Brachyura,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,,,,,,,,,Brachyura
SCAMMIT List,Dromioidea,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Dromioidea,,,,,,,,Dromioidea
SCAMMIT List,Dromiidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Dromioidea,Dromiidae,,,,,,,Dromiidae
SCAMMIT List,Moreiradromia sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Dromioidea,Dromiidae,,,Moreiradromia,,,,Moreiradromia sp
SCAMMIT List,Moreiradromia sarraburei,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Dromioidea,Dromiidae,,,Moreiradromia,,sarraburei,(Rathbun 1910),Moreiradromia sarraburei
SCAMMIT List,Homolodromioidea,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Homolodromioidea,,,,,,,,Homolodromioidea
SCAMMIT List,Homolidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Homolodromioidea,Homolidae,,,,,,,Homolidae
SCAMMIT List,Moloha sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Homolodromioidea,Homolidae,,,Moloha,,,,Moloha sp
SCAMMIT List,Moloha faxoni,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Homolodromioidea,Homolidae,,,Moloha,,faxoni,(Schmitt 1921),Moloha faxoni
SCAMMIT List,Cyclodorippoidea,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Cyclodorippoidea,,,,,,,,Cyclodorippoidea
SCAMMIT List,Cyclodorippidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Cyclodorippoidea,Cyclodorippidae,,,,,,,Cyclodorippidae
SCAMMIT List,Deilocerus sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Cyclodorippoidea,Cyclodorippidae,,,Deilocerus,,,,Deilocerus sp
SCAMMIT List,Deilocerus decorus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Cyclodorippoidea,Cyclodorippidae,,,Deilocerus,,decorus,(Rathbun 1933),Deilocerus decorus
SCAMMIT List,Deilocerus planus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Cyclodorippoidea,Cyclodorippidae,,,Deilocerus,,planus,(Rathbun 1900),Deilocerus planus
SCAMMIT List,Calappoidea,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Calappoidea,,,,,,,,Calappoidea
SCAMMIT List,Calappidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Calappoidea,Calappidae,,,,,,,Calappidae
SCAMMIT List,Platymera sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Calappoidea,Calappidae,,,Platymera,,,,Platymera sp
SCAMMIT List,Platymera gaudichaudii,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Calappoidea,Calappidae,,,Platymera,,gaudichaudii,H. Milne Edwards 1837,Platymera gaudichaudii
SCAMMIT List,Leucosioidea,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Leucosioidea,,,,,,,,Leucosioidea
SCAMMIT List,Leucosiidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Leucosioidea,Leucosiidae,,,,,,,Leucosiidae
SCAMMIT List,Randallia sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Leucosioidea,Leucosiidae,,,Randallia,,,,Randallia sp
SCAMMIT List,Randallia bulligera,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Leucosioidea,Leucosiidae,,,Randallia,,bulligera,Rathbun 1898,Randallia bulligera
SCAMMIT List,Randallia ornata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Leucosioidea,Leucosiidae,,,Randallia,,ornata,(Randall 1839),Randallia ornata
SCAMMIT List,Majoidea,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,,,,,,,,Majoidea
SCAMMIT List,Epialtidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,,,,,,,Epialtidae
SCAMMIT List,Epialtinae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,,,,,Epialtinae
SCAMMIT List,Epialtoides sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,Epialtoides,,,,Epialtoides sp
SCAMMIT List,Epialtoides hiltoni,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,Epialtoides,,hiltoni,(Rathbun 1923),Epialtoides hiltoni
SCAMMIT List,Pugettia sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,Pugettia,,,,Pugettia sp
SCAMMIT List,Pugettia dalli,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,Pugettia,,dalli,Rathbun 1893,Pugettia dalli
SCAMMIT List,Pugettia foliolata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,Pugettia,,foliolata,(Stimpson 1860),Pugettia foliolata
SCAMMIT List,Pugettia producta,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,Pugettia,,producta,(Randall 1839),Pugettia producta
SCAMMIT List,Pugettia richii,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ARTHROPODA,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,Pugettia,,richii,Dana 1851,Pugettia richii
