Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,Family,ScientificNameAuthorship,Notes,TaxonId
InvertEBase Marine Invertebrates of California,Trilobopsis roperi,Dean Pentcheff,pentcheff@gmail.com ,Shasta chaparral,Inventory,POLYGYRIDAE,"(Pilsbry, 1889)",,7789
InvertEBase Marine Invertebrates of California,Trilobopsis tehamana,Dean Pentcheff,pentcheff@gmail.com ,Tehama chaparral,Inventory,POLYGYRIDAE,"(Pilsbry, 1928)",,7790
InvertEBase Marine Invertebrates of California,Trilobopsis trachypepla,Dean Pentcheff,pentcheff@gmail.com ,Bridge Creek chaparral,Inventory,POLYGYRIDAE,"(S. S. Berry, 1933)",,7791
InvertEBase Marine Invertebrates of California,Triodopsis messana,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYGYRIDAE,"Hubricht, 1952",,7770
InvertEBase Marine Invertebrates of California,Vespericola armiger,Dean Pentcheff,pentcheff@gmail.com ,Santa Cruz hesperian,Inventory,POLYGYRIDAE,"(Ancey, 1881)",,7792
InvertEBase Marine Invertebrates of California,Vespericola armigera,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYGYRIDAE,"(Ancey, 1881)",,253361
InvertEBase Marine Invertebrates of California,Vespericola columbiana,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYGYRIDAE,"(I. Lea, 1839)",,179138
InvertEBase Marine Invertebrates of California,Vespericola columbiana columbiana,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYGYRIDAE,,,255702
InvertEBase Marine Invertebrates of California,Vespericola columbiana depressa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYGYRIDAE,"(Pilsbry & J. Henderson, 1936)",,253362
InvertEBase Marine Invertebrates of California,Vespericola columbianus,Dean Pentcheff,pentcheff@gmail.com ,northwest hesperian,Inventory,POLYGYRIDAE,"(I. Lea, 1838)",,7793
InvertEBase Marine Invertebrates of California,Vespericola eritrichius,Dean Pentcheff,pentcheff@gmail.com ,velvet hesperian,Inventory,POLYGYRIDAE,"(S. S. Berry, 1939)",,3450
InvertEBase Marine Invertebrates of California,Vespericola euthales,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYGYRIDAE,"(S. S. Berry, 1939)",,253366
InvertEBase Marine Invertebrates of California,Vespericola haplus,Dean Pentcheff,pentcheff@gmail.com ,Butte Creek hesperian,Inventory,POLYGYRIDAE,"(S. S. Berry, 1933)",,7794
InvertEBase Marine Invertebrates of California,Vespericola karokorum,Dean Pentcheff,pentcheff@gmail.com ,Karok hesperian,Inventory,POLYGYRIDAE,"Talmadge, 1962",,3451
InvertEBase Marine Invertebrates of California,Vespericola marinensis,Dean Pentcheff,pentcheff@gmail.com ,Marin hesperian,Inventory,POLYGYRIDAE,"Roth and W. B. Miller, 1993",,3453
InvertEBase Marine Invertebrates of California,Vespericola megasoma,Dean Pentcheff,pentcheff@gmail.com ,redwood hesperian,Inventory,POLYGYRIDAE,"(Pilsbry, 1928)",,7796
InvertEBase Marine Invertebrates of California,Vespericola oria,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYGYRIDAE,"(S. S. Berry, 1933)",,253367
InvertEBase Marine Invertebrates of California,Vespericola orius,Dean Pentcheff,pentcheff@gmail.com ,El Dorado hesperian,Inventory,POLYGYRIDAE,"(S. S. Berry, 1933)",,3454
InvertEBase Marine Invertebrates of California,Vespericola pilosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYGYRIDAE,"(J. Henderson, 1928)",,253369
InvertEBase Marine Invertebrates of California,Vespericola pilosus,Dean Pentcheff,pentcheff@gmail.com ,brushfield hesperian,Inventory,POLYGYRIDAE,"(J. Henderson, 1928)",,3455
InvertEBase Marine Invertebrates of California,Vespericola pinicola,Dean Pentcheff,pentcheff@gmail.com ,Monterey hesperian,Inventory,POLYGYRIDAE,"(S. S. Berry, 1916)",,7797
InvertEBase Marine Invertebrates of California,Vespericola pressleyi,Dean Pentcheff,pentcheff@gmail.com ,Big Bar hesperian,Inventory,POLYGYRIDAE,"Roth, 1985",,3456
InvertEBase Marine Invertebrates of California,Vespericola scotti,Dean Pentcheff,pentcheff@gmail.com ,Benson Gulch hesperian,Inventory,POLYGYRIDAE,"Cordero and W. B. Miller, 1995",,3458
InvertEBase Marine Invertebrates of California,Vespericola shasta,Dean Pentcheff,pentcheff@gmail.com ,Shasta hesperian,Inventory,POLYGYRIDAE,"(S. S. Berry, 1921)",,7798
InvertEBase Marine Invertebrates of California,Vespericola sierrana,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYGYRIDAE,"(S.S. Berry, 1921)",,182446
InvertEBase Marine Invertebrates of California,Vespericola sierranus,Dean Pentcheff,pentcheff@gmail.com ,Siskiyou hesperian,Inventory,POLYGYRIDAE,"(S. S. Berry, 1921)",,7799
InvertEBase Marine Invertebrates of California,Polymastia pachymastia,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYMASTIIDAE,"de Laubenfels, 1932",,162631
InvertEBase Marine Invertebrates of California,Polymastia pacifica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYMASTIIDAE,"Lambe, 1894",,102233
InvertEBase Marine Invertebrates of California,Arhythmorhynchus comptus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYMORPHIDAE,"Van Cleave & Rausch, 1950",,237803
InvertEBase Marine Invertebrates of California,Corynosoma australe,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYMORPHIDAE,"Johnston, 1937",,245309
InvertEBase Marine Invertebrates of California,Corynosoma bullosum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYMORPHIDAE,"(Linstow, 1892) Railliet & Henry, 1907",,245307
InvertEBase Marine Invertebrates of California,Corynosoma semerme,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYMORPHIDAE,"(Forssell, 1904)",,117963
InvertEBase Marine Invertebrates of California,Corynosoma strumosum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYMORPHIDAE,"(Rudolphi, 1802) Lühe, 1904",,117964
InvertEBase Marine Invertebrates of California,Profilicollis altmani,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYMORPHIDAE,"(Perry, 1942)",,162634
InvertEBase Marine Invertebrates of California,Southwellina hispida,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYMORPHIDAE,"(Van Cleave, 1925)",,168529
InvertEBase Marine Invertebrates of California,Antinoella anoculata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Moore, 1910)",,84411
InvertEBase Marine Invertebrates of California,Arctonoe fragilis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Baird, 1863)",,84420
InvertEBase Marine Invertebrates of California,Arctonoe pulchra,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Johnson, 1897)",,84416
InvertEBase Marine Invertebrates of California,Arctonoe vittata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Grube, 1855)",,84418
InvertEBase Marine Invertebrates of California,Branchinotogluma sandersi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Pettibone, 1985",,125227
InvertEBase Marine Invertebrates of California,Branchinotogluma tunnicliffeae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Pettibone, 1988)",,165708
InvertEBase Marine Invertebrates of California,Bylgides macrolepidus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Moore, 1905)",,116854
InvertEBase Marine Invertebrates of California,Enipo canadensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,,,84667
InvertEBase Marine Invertebrates of California,Eucranta anoculata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Moore, 1910)",,257471
InvertEBase Marine Invertebrates of California,Eunoe barbata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Moore, 1910",,84440
InvertEBase Marine Invertebrates of California,Eunoe oerstedi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Malmgren, 1865",,84430
InvertEBase Marine Invertebrates of California,Eunoe senta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Moore, 1902)",,84428
InvertEBase Marine Invertebrates of California,Gattyana brunnea,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,,,84467
InvertEBase Marine Invertebrates of California,Halosydna brevisetosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Kinberg, 1855",,84473
InvertEBase Marine Invertebrates of California,Halosydna johnsoni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Darboux, 1899)",,84474
InvertEBase Marine Invertebrates of California,Halosydna latior,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Chamberlin, 1919",,84476
InvertEBase Marine Invertebrates of California,Halosydna tuberculifer,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Chamberlin, 1919",,84477
InvertEBase Marine Invertebrates of California,Harmothoe crassicirrata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Johnson, 1897",,84532
InvertEBase Marine Invertebrates of California,Harmothoe extenuata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,,,84489
InvertEBase Marine Invertebrates of California,Harmothoe fragilis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,,,84515
InvertEBase Marine Invertebrates of California,Harmothoe gordae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Pettibone, 1990",,146198
InvertEBase Marine Invertebrates of California,Harmothoe hirsuta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Johnson, 1897",,84492
InvertEBase Marine Invertebrates of California,Harmothoe imbricata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Linnaeus, 1769)",,84493
InvertEBase Marine Invertebrates of California,Harmothoe mexicana,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Chamberlin, 1919",,84553
InvertEBase Marine Invertebrates of California,Harmothoe multisetosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,,,84496
InvertEBase Marine Invertebrates of California,Harmothoe priops,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,,,84510
InvertEBase Marine Invertebrates of California,Harmothoe scriptoria,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Moore, 1910",,84511
InvertEBase Marine Invertebrates of California,Harmothoe sylliformia,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Treadwell, 1928",,258421
InvertEBase Marine Invertebrates of California,Harmothoe tenebricosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Moore, 1910",,146201
InvertEBase Marine Invertebrates of California,Harmothoe triannulata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Moore, 1910",,258422
InvertEBase Marine Invertebrates of California,Hesperonoe adventor,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Skogsberg, 1928)",,84645
InvertEBase Marine Invertebrates of California,Hesperonoe complanata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Johnson, 1901)",,84643
InvertEBase Marine Invertebrates of California,Hesperonoe laevis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,,,84647
InvertEBase Marine Invertebrates of California,Lagisca multisetosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Moore, 1902",,84698
InvertEBase Marine Invertebrates of California,Lepidasthenia berkeleyae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Pettibone, 1948",,84648
InvertEBase Marine Invertebrates of California,Lepidasthenia commensalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Webster, 1879)",,84654
InvertEBase Marine Invertebrates of California,Lepidasthenia gigas,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Johnson, 1897)",,84651
InvertEBase Marine Invertebrates of California,Lepidasthenia interrupta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Marenzeller, 1902)",,84656
InvertEBase Marine Invertebrates of California,Lepidasthenia longicirrata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Berkeley, 1923",,84653
InvertEBase Marine Invertebrates of California,Lepidonotopodium piscesae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Pettibone, 1988",,147669
InvertEBase Marine Invertebrates of California,Lepidonotus leius,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Chamberlin, 1919",,84581
InvertEBase Marine Invertebrates of California,Lepidonotus setosior,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Chamberlin, 1919",,84580
InvertEBase Marine Invertebrates of California,Lepidonotus spiculus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Treadwell, 1906)",,147674
InvertEBase Marine Invertebrates of California,Lepidonotus squamatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Linnaeus, 1767)",,84574
InvertEBase Marine Invertebrates of California,Levensteiniella intermedia,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Pettibone, 1990",,147807
InvertEBase Marine Invertebrates of California,Levensteiniella kincaidi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Pettibone, 1985",,147808
InvertEBase Marine Invertebrates of California,Malmgreniella bansei,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,,,83960
InvertEBase Marine Invertebrates of California,Malmgreniella baschi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,,,83959
InvertEBase Marine Invertebrates of California,Malmgreniella lunulata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Delle Chiaje, 1828)",,84350
InvertEBase Marine Invertebrates of California,Malmgreniella nigralba,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Berkeley, 1923)",,149715
InvertEBase Marine Invertebrates of California,Nemidia microlepida,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"Moore, 1910",,84695
InvertEBase Marine Invertebrates of California,Subadyte mexicana,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,,,84686
InvertEBase Marine Invertebrates of California,Tenonia priops,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,,,84674
InvertEBase Marine Invertebrates of California,Thormora johnstoni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYNOIDAE,"(Kinberg, 1855)",,84719
InvertEBase Marine Invertebrates of California,Polyorchis haplus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYORCHIDAE,"Skogsberg, 1948",,35835
InvertEBase Marine Invertebrates of California,Polyorchis karafutoensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYORCHIDAE,"Kishinouye, 1910",,34304
InvertEBase Marine Invertebrates of California,Polyorchis montereyensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYORCHIDAE,"Skogsberg, 1948",,34306
InvertEBase Marine Invertebrates of California,Polyorchis penicillatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYORCHIDAE,"(Eschscholtz, 1829)",,34303
InvertEBase Marine Invertebrates of California,Scrippsia pacifica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POLYORCHIDAE,"Torrey, 1909",,34307
InvertEBase Marine Invertebrates of California,Pomatiopsis binneyi,Dean Pentcheff,pentcheff@gmail.com ,robust walker,Inventory,POMATIOPSIDAE,"Tryon, 1863",,12461
InvertEBase Marine Invertebrates of California,Pomatiopsis californica,Dean Pentcheff,pentcheff@gmail.com ,Pacific walker,Inventory,POMATIOPSIDAE,"Pilsbry, 1899",,12458
InvertEBase Marine Invertebrates of California,Pomatiopsis chacei,Dean Pentcheff,pentcheff@gmail.com ,marsh walker,Inventory,POMATIOPSIDAE,"Pilsbry, 1937",,12462
InvertEBase Marine Invertebrates of California,Labidocera acuta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PONTELLIDAE,"(Dana, 1849)",,49821
InvertEBase Marine Invertebrates of California,Labidocera jollae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PONTELLIDAE,"Esterly, 1906",,51296
InvertEBase Marine Invertebrates of California,Labidocera trispinosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PONTELLIDAE,"Esterly, 1905",,51298
InvertEBase Marine Invertebrates of California,Pontellopsis occidentalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PONTELLIDAE,"Esterly, 1906",,51306
InvertEBase Marine Invertebrates of California,Pontellopsis regalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PONTELLIDAE,"(Dana, 1849)",,55196
InvertEBase Marine Invertebrates of California,Accedomoera vagor,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PONTOGENEIIDAE,"J. L. Barnard, 1969",,58919
InvertEBase Marine Invertebrates of California,Pontogeneia intermedia,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PONTOGENEIIDAE,"Gurjanova, 1938",,58949
InvertEBase Marine Invertebrates of California,Pontogeneia rostrata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PONTOGENEIIDAE,"Gurjanova, 1938",,58953
InvertEBase Marine Invertebrates of California,Pontoporeia affinis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PONTOPOREIIDAE,Lindstrom,,59149
InvertEBase Marine Invertebrates of California,Dermasterias imbricata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORANIIDAE,"(Grube, 1857)",,25973
InvertEBase Marine Invertebrates of California,Eremicaster gracilis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORCELLANASTERIDAE,"(Sladen, 1883)",,25411
InvertEBase Marine Invertebrates of California,Eremicaster pacificus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORCELLANASTERIDAE,"(Ludwig, 1905)",,25410
InvertEBase Marine Invertebrates of California,Pachycheles holosericus,Dean Pentcheff,pentcheff@gmail.com ,sponge porcelain crab,Inventory,PORCELLANIDAE,"Schmitt, 1921",,76755
InvertEBase Marine Invertebrates of California,Pachycheles pubescens,Dean Pentcheff,pentcheff@gmail.com ,pubescent porcelain crab,Inventory,PORCELLANIDAE,"Holmes, 1900",,76751
InvertEBase Marine Invertebrates of California,Pachycheles rudis,Dean Pentcheff,pentcheff@gmail.com ,thickclaw porcelain crab,Inventory,PORCELLANIDAE,"Stimpson, 1859",,76752
InvertEBase Marine Invertebrates of California,Pachycheles setimanus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORCELLANIDAE,"(Lockington, 1878)",,175917
InvertEBase Marine Invertebrates of California,Petrolisthes armatus,Dean Pentcheff,pentcheff@gmail.com ,green porcelain crab,Inventory,PORCELLANIDAE,"(Gibbes, 1850)",,76742
InvertEBase Marine Invertebrates of California,Petrolisthes cabrilloi,Dean Pentcheff,pentcheff@gmail.com ,Cabrillo porcelain crab,Inventory,PORCELLANIDAE,"Glassell, 1945",,76744
InvertEBase Marine Invertebrates of California,Petrolisthes cinctipes,Dean Pentcheff,pentcheff@gmail.com ,flat porcelain crab,Inventory,PORCELLANIDAE,"(J. W. Randall, 1840)",,76741
InvertEBase Marine Invertebrates of California,Petrolisthes eriomerus,Dean Pentcheff,pentcheff@gmail.com ,flattop crab,Inventory,PORCELLANIDAE,"Stimpson, 1871",,76740
InvertEBase Marine Invertebrates of California,Petrolisthes hirtipes,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORCELLANIDAE,"Lockington, 1878",,183570
InvertEBase Marine Invertebrates of California,Petrolisthes manimaculis,Dean Pentcheff,pentcheff@gmail.com ,chocolate porcelain crab,Inventory,PORCELLANIDAE,"Glassell, 1945",,76746
InvertEBase Marine Invertebrates of California,Petrolisthes rathbunae,Dean Pentcheff,pentcheff@gmail.com ,Rathbun procelain crab,Inventory,PORCELLANIDAE,"Schmitt, 1916",,76748
InvertEBase Marine Invertebrates of California,Petrolisthes tiburonensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORCELLANIDAE,"Glassell, 1936",,183574
InvertEBase Marine Invertebrates of California,Polyonyx quadriungulatus,Dean Pentcheff,pentcheff@gmail.com ,western tube crab,Inventory,PORCELLANIDAE,"Glassell, 1935",,76762
InvertEBase Marine Invertebrates of California,Agabiformius lentus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORCELLIONIDAE,"(Budde-Lund, 1885)",,70918
InvertEBase Marine Invertebrates of California,Porcellio dilatatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORCELLIONIDAE,"Brandt, 1833",,73032
InvertEBase Marine Invertebrates of California,Porcellio laevis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORCELLIONIDAE,"Latreille, 1804",,75520
InvertEBase Marine Invertebrates of California,Porcellio scaber,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORCELLIONIDAE,"Latreille, 1804",,75521
InvertEBase Marine Invertebrates of California,Porcellio scaber americanus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORCELLIONIDAE,"Arcangeli, 1932",,79710
InvertEBase Marine Invertebrates of California,Porcellio spinicornis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORCELLIONIDAE,"Say, 1818",,73210
InvertEBase Marine Invertebrates of California,Porcellionides floria,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORCELLIONIDAE,"Garthwaite and Sassaman, 1985",,73276
InvertEBase Marine Invertebrates of California,Porcellionides pruinosus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORCELLIONIDAE,"(Brandt, 1833)",,75522
InvertEBase Marine Invertebrates of California,Kiricephalus coarctatus,Dean Pentcheff,pentcheff@gmail.com ,American colubrid pentastome,Inventory,POROCEPHALIDAE,"(Diesing, 1850)",,36873
InvertEBase Marine Invertebrates of California,Porocephalus clavatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POROCEPHALIDAE,"(Wyman, 1845)",,176053
InvertEBase Marine Invertebrates of California,Dermatomya buttoni,Dean Pentcheff,pentcheff@gmail.com ,yellow poromya,Inventory,POROMYIDAE,"Dall, 1916",,2928
InvertEBase Marine Invertebrates of California,Dermatomya mactroides,Dean Pentcheff,pentcheff@gmail.com ,trigonal poromya,Inventory,POROMYIDAE,"(Dall, 1889)",,2929
InvertEBase Marine Invertebrates of California,Dermatomya tenuiconcha,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POROMYIDAE,"(Dall, 1913)",,118704
InvertEBase Marine Invertebrates of California,Poromya houbricki,Dean Pentcheff,pentcheff@gmail.com ,ovate poromya,Inventory,POROMYIDAE,"F. R. Bernard, 1989",,3258
InvertEBase Marine Invertebrates of California,Poromya tenuiconcha,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POROMYIDAE,"(Dall, 1913)",,8607
InvertEBase Marine Invertebrates of California,Poromya trosti,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POROMYIDAE,"Strong and Hertlein, 1937",,8617
InvertEBase Marine Invertebrates of California,Nematopsis hesperus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POROSPORIDAE,"(Ball, 1938) Tuzet & Ormières, 1961",,241502
InvertEBase Marine Invertebrates of California,Porpita porpita,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORPITIDAE,"(Linnaeus, 1758)",,34649
InvertEBase Marine Invertebrates of California,Velella lata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORPITIDAE,,,34651
InvertEBase Marine Invertebrates of California,Velella velella,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORPITIDAE,"(Linnaeus, 1758)",,34652
InvertEBase Marine Invertebrates of California,Achelous xantusii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORTUNIDAE,"Stimpson, 1860",,249741
InvertEBase Marine Invertebrates of California,Callinectes arcuatus,Dean Pentcheff,pentcheff@gmail.com ,arched swimming crab,Inventory,PORTUNIDAE,"Ordway, 1863",,77177
InvertEBase Marine Invertebrates of California,Callinectes bellicosus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORTUNIDAE,"(Stimpson, 1859)",,77178
InvertEBase Marine Invertebrates of California,Callinectes sapidus,Dean Pentcheff,pentcheff@gmail.com ,bluepoint,Inventory,PORTUNIDAE,"M. J. Rathbun, 1896",,77172
InvertEBase Marine Invertebrates of California,Carcinus maenas,Dean Pentcheff,pentcheff@gmail.com ,green crab,Inventory,PORTUNIDAE,"(Linnaeus, 1758)",,77203
InvertEBase Marine Invertebrates of California,Euphylax dovii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,PORTUNIDAE,"Stimpson, 1860",,75089
InvertEBase Marine Invertebrates of California,Portunus xantusii,Dean Pentcheff,pentcheff@gmail.com ,Xantus swimming crab,Inventory,PORTUNIDAE,"(Stimpson, 1860)",,77200
InvertEBase Marine Invertebrates of California,Cerithidea californica,Dean Pentcheff,pentcheff@gmail.com ,California hornsnail,Inventory,POTAMIDIDAE,"(Haldeman, 1840)",,4962
InvertEBase Marine Invertebrates of California,Cerithidea californica albonodosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POTAMIDIDAE,"Gould and Carpenter, 1857",,12581
InvertEBase Marine Invertebrates of California,Cerithidea californica mazatlanica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POTAMIDIDAE,"Carpenter, 1856",,12582
InvertEBase Marine Invertebrates of California,Cerithidea fuscata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POTAMIDIDAE,"Gould, 1857",,2859
InvertEBase Marine Invertebrates of California,Cerithidea hegewischii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POTAMIDIDAE,"(Philippi, 1848)",,174205
InvertEBase Marine Invertebrates of California,Cerithidea montagnei,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POTAMIDIDAE,"(Orbigny, 1837)",,4969
InvertEBase Marine Invertebrates of California,Cerithideopsis californica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POTAMIDIDAE,"(Haldeman, 1840)",,119360
InvertEBase Marine Invertebrates of California,Cerithideopsis costata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POTAMIDIDAE,"(da Costa, 1778)",,128488
InvertEBase Marine Invertebrates of California,Cerithideopsis fuscata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POTAMIDIDAE,"(Gould, 1857)",,164409
InvertEBase Marine Invertebrates of California,Cerithideopsis montagnei,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POTAMIDIDAE,"(d'Orbigny, 1841)",,119361
InvertEBase Marine Invertebrates of California,Cerithideopsis scalariformis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POTAMIDIDAE,"(Say, 1825)",,119363
InvertEBase Marine Invertebrates of California,Pirenella incisa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,POTAMIDIDAE,"(Hombron & Jacquinot, 1848)",,127478
