Family,ScientificName,ScientificNameAuthorship,CommonName,Notes,TaxonId
FASCIOLARIIDAE,"Pustulatirus mediamericanus","(Hertlein & A. M. Strong, 1951)",,,121618
FASCIOLARIIDAE,"Triplofusus princeps","(G. B. Sowerby I, 1825)",,,122191
FASCIOLIDAE,"Fasciola hepatica",,,,109291
FASCIOLIDAE,"Fascioloides magna",,,,109290
FASCIOLIDAE,"Fasciolopsis buski",,,,109289
FAUBELIDAE,"Copidoplana tripyla",,,,105885
FAUBELIDAE,"Diplandros singularis",,,,105886
FECAMPIIDAE,"Kronborgia amphipodicola","Christensen & Kanneworff, 1964",,,259499
FERRUSSACIIDAE,"Cecilioides acicula","(Muller, 1774)","blind awlsnail",,7216
FIBULARIIDAE,"Echinocyamus provectus","de Meijere, 1903",,,248857
FICIDAE,"Ficus ficus","(Linnaeus, 1758)",,,119980
FICIDAE,"Ficus ventricosa","(G. B. Sowerby I, 1825)",,,119984
FIONIDAE,"Fiona pinnata","(Eschscholtz, 1831)",fiona,,15244
FISSURELLIDAE,"Cranopsis cucullata","(Gould, 1846)","hood puncturella",,19473
FISSURELLIDAE,"Cranopsis decorata","(I. M. Cowan and J. H. McLean, 1968)","painted puncturella",,19297
FISSURELLIDAE,"Cranopsis multistriata","(Dall, 1914)","many-rib puncturella",,19301
FISSURELLIDAE,"Diodora alta","(C. B. Adams, 1852)",,,19523
FISSURELLIDAE,"Diodora arnoldi","J. H. McLean, 1966","neat-rib keyhole limpet",,19522
FISSURELLIDAE,"Diodora aspera","(Rathke, 1833)","rough keyhole limpet",,19503
FISSURELLIDAE,"Diodora crucifera","(Pilsbry, 1891)",,,131767
FISSURELLIDAE,"Diodora inaequalis","(Sowerby, 1835)",,,19525
FISSURELLIDAE,"Diodora listeri","(d'Orbigny, 1842)",,,19507
FISSURELLIDAE,"Diodora murina","Arnold, 1903",,,19530
FISSURELLIDAE,"Diodora saturnalis","(Carpenter, 1864)",,,19527
FISSURELLIDAE,"Emarginula velascoensis",,,,19556
FISSURELLIDAE,"Fissurella asperella","G. B. Sowerby I, 1835",,,160988
FISSURELLIDAE,"Fissurella crenulata","G. B. Sowerby I, 1825",,,182827
FISSURELLIDAE,"Fissurella fascicularis","Lamarck, 1822","wobbly keyhole limpet",,19581
FISSURELLIDAE,"Fissurella maxima","G. B. Sowerby I, 1834",,,119988
FISSURELLIDAE,"Fissurella microtrema","Sowerby, 1835",,,19580
FISSURELLIDAE,"Fissurella nubecula","(Linnaeus, 1758)",,,133590
FISSURELLIDAE,"Fissurella picta","(Gmelin, 1791)",,,133593
FISSURELLIDAE,"Fissurella rubropicta","Pilsbry, 1890",,,19579
FISSURELLIDAE,"Fissurella rugosa","G. B. Sowerby I, 1835",,,182246
FISSURELLIDAE,"Fissurella tenebrosa","G. B. Sowerby II, 1862",,,257769
FISSURELLIDAE,"Fissurella virescens","G. B. Sowerby, 1835",,,149248
FISSURELLIDAE,"Fissurella volcano","Reeve, 1849","volcano keyhole limpet",,19578
FISSURELLIDAE,"Fissurella volcano crucifera","Dall, 1919",,,23638
FISSURELLIDAE,"Fissurellidea bimaculata","Dall, 1871","two-spot keyhole limpet",,19588
FISSURELLIDAE,"Hemitoma bella","Gabb, 1865",,,19561
FISSURELLIDAE,"Hemitoma octoradiata","(Gmelin, 1791)","eight-rib emarginula",,19560
FISSURELLIDAE,"Lucapina adspersa","(Philippi, 1845)",,,136112
FISSURELLIDAE,"Lucapinella callomarginata","(Dall, 1871)","rim fleshy limpet",,19537
FISSURELLIDAE,"Lucapinella crenifera","(G. B. Sowerby I, 1835)",,,276060
FISSURELLIDAE,"Megatebennus bimaculatus","(Dall, 1871)",,,19535
FISSURELLIDAE,"Megathura crenulata","(G. B. Sowerby I, 1825)","giant keyhole limpet",,19567
FISSURELLIDAE,"Puncturella caryophylla","Dall, 1914","clove puncturella",,19487
FISSURELLIDAE,"Puncturella cooperi","Carpenter, 1864",,,19474
FISSURELLIDAE,"Puncturella cucullata","(Gould, 1846)",,,19472
FISSURELLIDAE,"Puncturella galeata","(Gould, 1846)","helmet puncturella",,19469
FISSURELLIDAE,"Puncturella multistriata","Dall, 1914",,,19476
FISSURELLIDAE,"Puncturella punctocostata","S. S. Berry, 1947","dot-rib puncturella",,19491
FISSURELLIDAE,"Puncturella rothi","McLean, 1984",,,19459
FISSURELLIDAE,"Rimula californiana","S. S. Berry, 1964","California rimula",,19546
FISSURELLIDAE,"Scelidotoma bella","(Gabb, 1865)","elegant emarginula",,19502
FLABELLIDAE,"Javania cailleti","(Duchassaing and Michelotti, 1864)",,,32500
FLABELLIDAE,"Javania californica","Cairns, 1994",,,33052
FLABELLIDAE,"Polymyces montereyensis","(Durham, 1947)",,,32515
FLABELLIGERIDAE,"Brada pluribranchiata",,,,86562
FLABELLIGERIDAE,"Brada sachalina","Annenkova, 1922",,,86564
FLABELLIGERIDAE,"Brada villosa",,,,86556
FLABELLIGERIDAE,"Flabelliderma essenbergae",,,,86603
FLABELLIGERIDAE,"Flabelliderma macrochaeta","Fauchald, 1972",,,257784
FLABELLIGERIDAE,"Flabelliderma papillosa","(Essenberg, 1922)",,,139299
FLABELLIGERIDAE,"Flabelligera affinis",,,,86566
FLABELLIGERIDAE,"Flabelligera infundibularis",,,,86565
FLABELLIGERIDAE,"Flabesymbios commensalis","(Moore, 1909)",,,139301
FLABELLIGERIDAE,"Pherusa eruca",,,,86578
FLABELLIGERIDAE,"Pherusa inflata",Treadwell,,,86572
FLABELLIGERIDAE,"Pherusa neopapillata",,,,86577
FLABELLIGERIDAE,"Pherusa papillata",,,,86569
FLABELLIGERIDAE,"Pherusa plumosa",,,,86570
FLABELLIGERIDAE,"Therochaeta collarifera",,,,86604
FLABELLIGERIDAE,"Trophoniella harrisae","Salazar-Vallejo, 2012",,,163315
FLABELLINIDAE,"Flabellina bertschi","Gosliner & Kuzirian, 1990",,,139313
FLABELLINIDAE,"Flabellina cooperi","(Cockerell, 1901)","blue-patch aeolis",,11504
FLABELLINIDAE,"Flabellina goddardi","Gosliner, 2010",,,139337
FLABELLINIDAE,"Flabellina iodinea","(J. G. Cooper, 1863)","purple aeolis",,11507
FLABELLINIDAE,"Flabellina pricei","(MacFarland, 1966)","smooth-tooth aeolis",,11509
FLABELLINIDAE,"Flabellina trilineata","(O'Donoghue, 1921)","three-line aeolis",,11512
FLUSTRELLIDRIDAE,"Flustrellidra corniculata","(Smitt, 1872)",,,111853
FLUSTRELLIDRIDAE,"Flustrellidra spinifera","(O'Donoghue & O'Donoghue, 1923)",,,139403
FLUSTRIDAE,"Flustra foliacea","(Linnaeus, 1758)",,,113535
FLUSTRIDAE,"Gregarinidra serrata","(Macgillivray, 1869)",,,113748
FORSKALIIDAE,"Forskalia asymmetrica","Pugh, 2003",,,139447
FORSKALIIDAE,"Forskalia formosa","Keferstein & Ehlers, 1860",,,139448
FREYELLIDAE,"Freyastera benthophila","(Sladen, 1889)",,,139502
FRIELEIIDAE,"Frieleia halli","Dall, 1895",,,139523
FRITILLARIIDAE,"Fritillaria amphigonadis","Hopcroft & Robison, 2005",,,139526
FRITILLARIIDAE,"Fritillaria lucifer","Hopcroft & Robison, 2005",,,139527
FRITILLARIIDAE,"Fritillaria rex","Hopcroft & Robison, 2005",,,139528
FRONDIPORIDAE,"Fasciculipora pacifica","Osburn, 1953",,,138973
FUNGIACYATHIDAE,"Fungiacyathus marenzelleri","(Vaughan, 1906)",,,32042
FUNICULINIDAE,"Funiculina armata","Verrill, 1879",,,139637
FUNICULINIDAE,"Funiculina parkeri","Kükenthal, 1909",,,139639
FUNICULINIDAE,"Funiculina quadrangularis","(Pallas, 1766)",,,33686
GADILIDAE,"Cadulus aberrans","Whiteaves, 1887","aberrant toothshell",,21325
GADILIDAE,"Cadulus californicus","Pilsbry & Sharp, 1898",,,21302
GADILIDAE,"Cadulus fusiformis","Pilsbry and Sharp, 1898",,,21322
GADILIDAE,"Cadulus perpusillus","(Sowerby, 1832)",,,21343
GADILIDAE,"Cadulus quadrifissatus","(Pilsbry and Sharp, 1898)",,,21324
GADILIDAE,"Cadulus stearnsii","(Pilsbry and Sharp, 1898)",,,21303
GADILIDAE,"Cadulus subfusiformis","(M. Sars, 1865)",,,127924
GADILIDAE,"Gadila aberrans","(Whiteaves, 1887)",,,120058
GADILIDAE,"Gadila fusiformis","(Pilsbry and Sharp, 1898)","fusiform toothshell",,21352
GADILIDAE,"Gadila hepburni","(Dall, 1897)",,,21353
GADILIDAE,"Gadila tolmiei","(Dall, 1897)",,,120060
GADILIDAE,"Polyschides californicus","(Pilsbry and Sharp, 1898)","California toothshell",,21288
GADILIDAE,"Polyschides quadrifissatus","(Pilsbry & Sharp, 1898)",,,163972
GADILIDAE,"Siphonodentalium quadrifissatum","(Pilsbry and Sharp, 1898)",,,21285
GALATHEIDAE,"Janetogalathea californiensis","(J. E. Benedict, 1902)",,,74866
GALATHEIDAE,"Munida hispida","J. E. Benedict, 1902",,,76679
GALATHEIDAE,"Munida quadrispina","J. E. Benedict, 1902",,,76653
GALATHEIDAE,"Munidopsis albatrossae","W. E. Pequegnat and L. H. Pequegnat, 1973",,,76697
GALATHEIDAE,"Munidopsis aspera","(Henderson, 1885)",,,76700
GALATHEIDAE,"Munidopsis cascadia","Ambler, 1980",,,76704
GALATHEIDAE,"Munidopsis ciliata","Wood-Mason, 1891",,,76705
GALATHEIDAE,"Munidopsis depressa","Faxon, 1893",,,76708
GALATHEIDAE,"Munidopsis hystrix","Faxon, 1893",,,76713
GALATHEIDAE,"Munidopsis latirostris","Faxon, 1893",,,76715
GALATHEIDAE,"Munidopsis nitida","(A. Milne-Edwards, 1880)",,,255411
GALATHEIDAE,"Munidopsis quadrata","Faxon, 1893",,,76684
GALATHEIDAE,"Munidopsis subsquamosa","Henderson, 1885",,,161954
GALATHEIDAE,"Munidopsis tuftsi","Ambler, 1980",,,76728
GALATHEIDAE,"Munidopsis verrilli","J. E. Benedict, 1902",,,76730
GALATHEIDAE,"Munidopsis yaquinensis","Ambler, 1980",,,74879
GALATHEIDAE,"Pleuroncodes planipes","Stimpson, 1860","pelagic red crab",,76739
GALEOMMATIDAE,"Axinodon redondoensis","(T. A. Burch, 1941)","elongate axinopsid",,19289
GALEOMMATIDAE,"Chlamydoconcha orcutti","Dall, 1884","Orcutt nakedclam",,20386
GALEOMMATIDAE,"Solecardia eburnea","Conrad, 1849",,,143176
GAMMARIDAE,"Gammarus daiberi","Bousfield, 1969",,,58991
GAMMARIDAE,"Gammarus lacustris","G. O. Sars, 1863",,,59001
GAMMARIDAE,"Gammarus mucronatus","(Say, 1818)",,,58995
GAMMARIDAE,"Metaceradocus occidentalis",,,,59034
GANERIIDAE,"Cycethra verrucosa","(Philippi, 1857)",,,118170
GASTRODONTIDAE,"Aegopinella nitidula","(Draparnaud, 1805)",,,122907
GASTRODONTIDAE,"Perpolita binneyana","(Morse, 1864)",,,182591
GASTRODONTIDAE,"Perpolita electrina","(Gould, 1841)",,,181618
GASTRODONTIDAE,"Perpolita hammonis","(Strøm, 1765)",,,150977
GASTROPTERIDAE,"Gastropteron pacificum","Bergh, 1893","Pacific batwing seaslug",,14601
GEODIIDAE,"Geodia agassizii","Lendenfeld, 1910",,,257983
GEODIIDAE,"Geodia angulata","(Lendenfeld, 1910)",,,102289
GEODIIDAE,"Geodia bicolor","(Lendenfeld, 1910)",,,145646
GEODIIDAE,"Geodia breviana","Lendenfeld, 1910",,,257986
GEODIIDAE,"Geodia gibberosa",,,,102286
GEODIIDAE,"Geodia mesotriaena","Lendenfeld, 1910",,,102288
GEODIIDAE,"Geodia ovis","Lendenfeld, 1910",,,257991
GEOMITRIDAE,"Xerotricha conspurcata","(Draparnaud, 1801)",,,145483
GEOPLANIDAE,"Bipalium adventitium","Hyman, 1943",,,116664
GEOPLANIDAE,"Bipalium kewense","Moseley, 1878",,,105817
GEOPLANIDAE,"Parakontikia ventrolineata","(Dendy, 1892)",,,162286
GERYONIIDAE,"Liriope tetraphylla","(Chamisso and Eysenhardt, 1821)",,,31164
GLAUCIDAE,"Glaucus atlanticus","Forster, 1777","blue glaucus",,15292
GLOSSIPHONIIDAE,"Alboglossiphonia heteroclita","(Linnaeus, 1761)",,,92221
GLOSSIPHONIIDAE,"Batracobdella picta","(Verrill, 1872)",,,87879
GLOSSIPHONIIDAE,"Glossiphonia complanata","(Linnaeus, 1758)",,,92216
GLOSSIPHONIIDAE,"Haementeria officinalis","de Filippi, 1849",,,91914
GLOSSIPHONIIDAE,"Helobdella californica","Kutschera, 1988",,,92234
GLOSSIPHONIIDAE,"Helobdella fusca","(Castle, 1900)",,,92230
GLOSSIPHONIIDAE,"Helobdella modesta","(Verrill, 1872)",,,181808
GLOSSIPHONIIDAE,"Helobdella papillata","(Moore, 1906)",,,92232
GLOSSIPHONIIDAE,"Helobdella robusta","Shankland, Bissen and Weisblat, 1992",,,91920
GLOSSIPHONIIDAE,"Helobdella stagnalis","(Linnaeus, 1758)",,,92227
GLOSSIPHONIIDAE,"Placobdella ornata","(Verrill, 1872)",,,92204
GLOSSIPHONIIDAE,"Placobdella papillifera","(Verrill, 1872)",,,92202
GLOSSIPHONIIDAE,"Placobdella parasitica","(Say, 1824)",,,92203
GLOSSIPHONIIDAE,"Theromyzon rude","(Baird, 1869)",,,92213
GLOSSIPHONIIDAE,"Theromyzon tessulatum","(O.F. Müller, 1774)",,,92214
GLOSSIPHONIIDAE,"Theromyzon trizonare","Davies and Oosthuizen, 1993",,,91925
GLYCERIDAE,"Glycera americana",Leidy,,,85689
GLYCERIDAE,"Glycera capitata",Oersted,,,85686
GLYCERIDAE,"Glycera convoluta",,,,85695
GLYCERIDAE,"Glycera dibranchiata","Ehlers, 1868",,,85690
GLYCERIDAE,"Glycera macrobranchia","Moore, 1911",,,231422
GLYCERIDAE,"Glycera oxycephala",Ehlers,,,85693
GLYCERIDAE,"Glycera pacifica","Kinberg, 1866",,,258109
GLYCERIDAE,"Glycera robusta",Ehlers,,,85691
GLYCERIDAE,"Glycera tenuis",,,,85687
GLYCERIDAE,"Glycera tesselata","Grube, 1863",,,85688
GLYCERIDAE,"Glycera unicornis","Lamarck, 1818",,,145760
GLYCERIDAE,"Hemipodia simplex","(Grube, 1857)",,,146336
GLYCERIDAE,"Hemipodus borealis",,,,85705
GLYCYMERIDIDAE,"Glycymeris corteziana","Dall, 1916",,,15583
GLYCYMERIDIDAE,"Glycymeris gigantea","(Reeve, 1843)",,,120120
GLYCYMERIDIDAE,"Glycymeris intermedia","(Broderip, 1832)",,,134300
GLYCYMERIDIDAE,"Glycymeris maculata","(Broderip, 1832)",,,120122
GLYCYMERIDIDAE,"Glycymeris septentrionalis","(Middendorff, 1849)",,,15585
GLYCYMERIDIDAE,"Glycymeris subobsoleta","(Carpenter, 1864)",,,15582
GLYCYMERIDIDAE,"Tucetona multicostata","(G. B. Sowerby I, 1833)",,,144584
GNATHIIDAE,"Caecognathia sanctaecrucis","(Schultz, 1972)",,,47815
GNATHIIDAE,"Gnathia crenulatifrons","Monad, 1926",,,58133
GNATHIIDAE,"Gnathia cristata","Hansen, 1887",,,58140
GNATHOSTOMATIDAE,"Echinocephalus pseudouncinatus",,,,94596
GOLFINGIIDAE,"Nephasoma diaphanes","(Gerould, 1913)",,,167222
GOLFINGIIDAE,"Nephasoma eremita","(Sars, 1851)",,,145821
GOLFINGIIDAE,"Nephasoma pellucidum","(Keferstein, 1865)",,,156186
GOLFINGIIDAE,"Thysanocardia nigra","(Ikeda, 1904)",,,145827
GONATIDAE,"Berryteuthis anonychus","(Pearcy and Voss, 1963)",,,23170
GONATIDAE,"Gonatopsis borealis","Sasaki, 1923",,,24422
GONATIDAE,"Gonatus berryi","Naef, 1923","Berry armhook squid",,23765
GONATIDAE,"Gonatus californiensis","Young, 1972",,,23763
GONATIDAE,"Gonatus fabricii","(Lichtenstein, 1818)","boreoatlantic armhook squid",,23762
GONATIDAE,"Gonatus onyx","Young, 1972","clawed armhook squid",,23766
GONATIDAE,"Gonatus pyros","Young, 1972",,,23764
GONIADIDAE,"Glycinde armigera",,,,85710
GONIADIDAE,"Glycinde picta",,,,85708
GONIADIDAE,"Glycinde polygnatha",,,,85712
GONIADIDAE,"Goniada brunnea","Treadwell, 1906",,,85719
GONIADIDAE,"Goniada littorea",,,,85721
GONIADIDAE,"Goniada maculata",,,,85718
GONIASTERIDAE,"Bathyceramaster elegans","(Ludwig, 1905)",,,239255
GONIASTERIDAE,"Ceramaster clarki","Fisher, 1910",,,25881
GONIASTERIDAE,"Ceramaster leptoceramus","(Fisher, 1905)",,,25885
GONIASTERIDAE,"Cryptopeltaster lepidonotus","Fisher, 1904",,,25913
GONIASTERIDAE,"Gephyreaster swifti","(Fisher, 1905)",,,25890
GONIASTERIDAE,"Hippasteria californica","Fisher, 1905",,,25895
GONIASTERIDAE,"Hippasteria phrygiana",,,,25894
GONIASTERIDAE,"Hippasteria spinosa","Verrill, 1909",,,25893
GONIASTERIDAE,"Mediaster aequalis","Stimpson, 1857",,,25896
GONIASTERIDAE,"Mediaster tenellus","Fisher, 1905",,,25899
GONIASTERIDAE,"Pseudarchaster dissonus","Fisher, 1910",,,25900
GONIASTERIDAE,"Pseudarchaster parelii","(Düben and Koren, 1844)",,,25901
GONIASTERIDAE,"Pseudarchaster pusillus","Fisher, 1905",,,25904
GONIODORIDIDAE,"Ancula gibbosa","(Risso, 1818)","Atlantic ancula",,15060
GONIODORIDIDAE,"Ancula lentiginosa","Farmer, 1964","freckled ancula",,15064
GONIODORIDIDAE,"Ancula pacifica","MacFarland, 1905","Pacific ancula",,15062
GONIODORIDIDAE,"Hopkinsia rosacea","MacFarland, 1905","Hopkins rose",,15081
GONIODORIDIDAE,"Okenia angelensis","Lance, 1966","Angeles okenia",,15075
GONIODORIDIDAE,"Okenia felis","Gosliner, 2010",,,148644
GONIODORIDIDAE,"Okenia plana","Baba, 1960","flat okenia",,15073
GONIODORIDIDAE,"Okenia rosacea","(MacFarland, 1905)",,,148654
GONIODORIDIDAE,"Okenia vancouverensis","(O'Donoghue, 1921)","Vancouver okenia",,15074
GONIODORIDIDAE,"Trapania velox","(Cockerell, 1901)",,,15079
GONIOPECTINIDAE,"Ctenodiscus crispatus","(Retzius, 1805)",,,25409
GORDIIDAE,"Gordius robustus","Leidy, 1851",,,110982
GORGODERIDAE,"Phyllodistomum scrippsi",,,,109805
GORGODERIDAE,"Probolitrema californiense",,,,109793
GORGONIIDAE,"Adelogorgia phyllosclera","Bayer, 1958",,,31633
GORGONIIDAE,"Chromoplexaura cordellbankensis","Williams & Breedy, 2019",,,256241
GORGONIIDAE,"Eugorgia ampla","(Verrill, 1864)",,,31634
GORGONIIDAE,"Eugorgia aurantiaca","(Horn, 1860)",,,138269
GORGONIIDAE,"Eugorgia rubens","Verrill, 1868",,,31637
GORGONIIDAE,"Leptogorgia alba","(Duchassaing & Michelotti, 1864)",,,147716
GORGONIIDAE,"Leptogorgia caryi","Verrill, 1868",,,31608
GORGONIIDAE,"Leptogorgia chilensis","Verrill, 1868",,,33676
GORGONIIDAE,"Leptogorgia daniana","(Verrill, 1868)",,,138273
GORGONIIDAE,"Leptogorgia diffusa","(Verrill, 1868)",,,147722
GORGONIIDAE,"Leptogorgia flexilis","(Verrill, 1868)",,,147724
GORGONIIDAE,"Leptogorgia purpurea","(Pallas, 1766)",,,250533
GORGONIIDAE,"Leptogorgia rigida","Verrill, 1864",,,147735
GORGONOCEPHALIDAE,"Astrochele laevis","Clark, 1911",,,26036
GORGONOCEPHALIDAE,"Astrophyton muricatum","(Lamarck, 1816)","basket star",,26042
GORGONOCEPHALIDAE,"Gorgonocephalus eucnemis","(Müller and Troschel, 1842)",,,26037
GRANTIIDAE,"Leucandra heathi","Urban, 1905",,,103162
GRANTIIDAE,"Leucandra losangelensis","(de Laubenfels, 1930)",,,147783
GRANULINIDAE,"Granulina margaritula","(Carpenter, 1857)",,,13580
GRANULINIDAE,"Granulina pyriformis","(Carpenter, 1865)",,,134394
GRAPSIDAE,"Pachygrapsus crassipes","J. W. Randall, 1840","striped shore crab",,77414
GRAPSIDAE,"Pachygrapsus minutus","A. Milne-Edwards, 1873",,,75291
GRAPSIDAE,"Pachygrapsus transversus","(Gibbes, 1850)","mottled shore crab",,77413
GRAPSIDAE,"Planes major","(MacLeay, 1838)",,,157521
GRAPSIDAE,"Planes minutus","(Linnaeus, 1758)","gulfweed crab",,77419
GUITARRIDAE,"Guitarra abbotti","Lee, 1987",,,145963
GUITARRIDAE,"Guitarra fimbriata","Carter, 1874",,,103775
GYMNOMENIIDAE,"Genitoconia mariensis","Scheltema, 1998",,,11519
GYMNOMENIIDAE,"Gymnomenia minuta","Scheltema, 1998",,,11530
GYROCOTYLIDAE,"Gyrocotyle fimbriata","Watson, 1911",,,146017
GYRODACTYLIDAE,"Archigyrodactylus archigyrodactylus",,,,107100
GYRODACTYLIDAE,"Archigyrodactylus atherinops",,,,107101
GYRODACTYLIDAE,"Gyrodactylus ackerti",,,,107056
GYRODACTYLIDAE,"Gyrodactylus aggregata",,,,107058
GYRODACTYLIDAE,"Gyrodactylus alexanderi",,,,107059
GYRODACTYLIDAE,"Gyrodactylus armatus",,,,107062
GYRODACTYLIDAE,"Gyrodactylus bodegensis",,,,107064
GYRODACTYLIDAE,"Gyrodactylus branchius",,,,107065
GYRODACTYLIDAE,"Gyrodactylus brevis",,,,107066
GYRODACTYLIDAE,"Gyrodactylus californiensis",,,,107068
GYRODACTYLIDAE,"Gyrodactylus catesbeianae","Wootton, Ryan, Demaree & Critchfield, 1993",,,161504
GYRODACTYLIDAE,"Gyrodactylus colemanensis",,,,107070
GYRODACTYLIDAE,"Gyrodactylus corti",,,,107071
GYRODACTYLIDAE,"Gyrodactylus cranei",,,,107072
GYRODACTYLIDAE,"Gyrodactylus elongatus",,,,107075
GYRODACTYLIDAE,"Gyrodactylus imperialis",,,,107078
GYRODACTYLIDAE,"Gyrodactylus olsoni",,,,107084
GYRODACTYLIDAE,"Gyrodactylus pacificus",,,,107085
GYRODACTYLIDAE,"Gyrodactylus perforatus",,,,107086
GYRODACTYLIDAE,"Gyrodactylus rogersi",,,,107092
GYRODACTYLIDAE,"Gyrodactylus sculpinus",,,,107094
GYRODACTYLIDAE,"Gyrodactylus stellatus",,,,107095
HADZIIDAE,"Dulzura sal","J. L. Barnard, 1969",,,50606
HAEMATOLOECHIDAE,"Haematoloechus breviplexus",,,,109372
HAEMATOLOECHIDAE,"Haematoloechus longiplexus",,,,109370
HAEMOPIDAE,"Haemopis lateromaculata","Mathers, 1963",,,92399
HAEMOPIDAE,"Haemopis marmorata","(Say, 1824)",,,92401
HALCAMPIDAE,"Cactosoma arenaria","Carlgren, 1931","prickly anemone",,34902
HALCAMPIDAE,"Halcampa crypta","Siebert and Hand, 1974","cryptic burrowing anemone",,34895
HALCAMPIDAE,"Halcampa decemtentaculata","Hand, 1955","ten-tentacle burrowing anemone",,34892
HALCAMPIDAE,"Halcampa duodecimcirrata","(Sars, 1851)","twelve-tentacle burrowing anemone",,34893
HALCAMPOIDIDAE,"Halcampoides purpurea","(Studer, 1879)",,,34887
HALCAMPOIDIDAE,"Pentactinia californica","Carlgren, 1900",,,33903
HALECIIDAE,"Halecium annulatum","Torrey, 1902",,,30552
HALECIIDAE,"Halecium corrugatum","Nutting, 1899",,,30533
HALECIIDAE,"Halecium delicatulum","Coughtrey, 1876",,,30572
HALECIIDAE,"Halecium kofoidi","Torrey, 1902",,,30558
HALECIIDAE,"Halecium labrosum","Alder, 1859",,,30534
HALECIIDAE,"Halecium pygmaeum","Fraser, 1911",,,30559
HALECIIDAE,"Halecium tenellum","Hincks, 1861",,,30535
HALECIIDAE,"Halecium washingtoni","Nutting, 1901",,,30564
HALECIIDAE,"Hydrodendron expansum","(Fraser, 1948)",,,30588
HALICHONDRIIDAE,"Axinyssa tuscara","(Ristau, 1978)",,,116480
HALICHONDRIIDAE,"Halichondria bowerbanki","Burton, 1930",,,102168
HALICHONDRIIDAE,"Halichondria panicea","(Pallas, 1766)",,,102166
HALICHONDRIIDAE,"Hymeniacidon sinapium","de Laubenfels, 1930",,,102181
HALICHONDRIIDAE,"Hymeniacidon ungodon","de Laubenfels, 1932",,,102182
HALICHONDRIIDAE,"Leucophloeus actites","Ristau, 1978",,,102176
HALICHONDRIIDAE,"Tedanione obscurata","de Laubenfels, 1930",,,102092
HALICREATIDAE,"Botrynema brucei","Browne, 1908",,,31221
HALICREATIDAE,"Halicreas minimum","Fewkes, 1882",,,31224
HALIMEDUSIDAE,"Halimedusa typus","Bigelow, 1916",,,34251
HALIOTIDAE,"Haliotis asinina","Linnaeus, 1758",,,12011
HALIOTIDAE,"Haliotis assimilis","Dall, 1878","threaded abalone",,12013
HALIOTIDAE,"Haliotis corrugata","W. Wood, 1828","pink abalone",,12003
HALIOTIDAE,"Haliotis cracherodii","Leach, 1814","black abalone",,12002
HALIOTIDAE,"Haliotis cracherodii californiensis","Swainson, 1822",,,152338
HALIOTIDAE,"Haliotis cracherodii cracherodii",,,,134491
HALIOTIDAE,"Haliotis fulgens","Philippi, 1845","green abalone",,12004
HALIOTIDAE,"Haliotis fulgens fulgens",,,,134497
HALIOTIDAE,"Haliotis fulgens guadalupensis","Talmadge, 1964",,,179838
HALIOTIDAE,"Haliotis gigantea","Gmelin, 1791",,,134498
HALIOTIDAE,"Haliotis kamtschatkana","Jonas, 1845","pinto abalone",,12000
HALIOTIDAE,"Haliotis kamtschatkana assimilis","Dall, 1878",,,19466
HALIOTIDAE,"Haliotis kamtschatkana kamtschatkana","Jonas, 1845",,,19467
HALIOTIDAE,"Haliotis mariae","W. Wood, 1828",,,134502
HALIOTIDAE,"Haliotis rufescens","Swainson, 1822","red abalone",,12001
HALIOTIDAE,"Haliotis scalaris","(Leach, 1814)",,,120170
HALIOTIDAE,"Haliotis sorenseni","Bartsch, 1940","white abalone",,12006
HALIOTIDAE,"Haliotis varia","Linnaeus, 1758",,,120172
HALIOTIDAE,"Haliotis walallensis","Stearns, 1899",,,12005
HALIPLANELLIDAE,"Haliplanella lineata","(Verrill, 1870)","orangestriped green anemone",,33900
HALIPTERIDAE,"Halipteris californica","(Moroff, 1902)",,,33699
HALISARCIDAE,"Halisarca sacra","De Laubenfels, 1930",,,146138
HALOCLAVIDAE,"Harenactis attenuata","Torrey, 1902","giant burrowing anemone",,34891
HALOCLAVIDAE,"Oractis diomedeae","McMurrich, 1893",,,35246
HALOCLAVIDAE,"Peachia quinquecapitata","McMurrich, 1913",,,34896
HALOCYPRIDIDAE,"Conchoecilla daphnoides","Claus, 1890",,,65691
HALOPHILOSCIIDAE,"Littorophiloscia richardsonae","(Holmes and Gay, 1909)",,,75524
HALOPTERIDIDAE,"Antennella avalonia","Torrey, 1902",,,30728
HAMACANTHIDAE,"Hamacantha hyaloderma","(Laubenfels, 1932)",,,146170
HAMACANTHIDAE,"Zygherpe hyaloderma","de Laubenfels, 1932",,,103721
HAMINOEIDAE,"Atys castus","Carpenter, 1864","clean glassy-bubble",,14645
HAMINOEIDAE,"Cylichnium cylindrellum","(Dall, 1908)",,,162870
HAMINOEIDAE,"Haloa japonica","(Pilsbry, 1895)",,,231517
HAMINOEIDAE,"Haminoea japonica","Pilsbry, 1895",,,134533
HAMINOEIDAE,"Haminoea ovalis","Pease, 1868",,,146176
HAMINOEIDAE,"Haminoea solitaria","(Say, 1822)","solitary glassy-bubble",,14630
HAMINOEIDAE,"Haminoea vesicula","(Gould, 1855)","blister glassy-bubble",,14629
HAMINOEIDAE,"Haminoea virescens","(G. B. Sowerby II, 1833)","green glassy-bubble",,14631
HANCOCKIIDAE,"Hancockia californica","MacFarland, 1923",,,11535
HAPLOPORIDAE,"Myodera medialunae",,,,109249
