Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	modified	bibliographicCitation	references	identifier	title	datasetID.y	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI	subtree_identifier_taxIDs	subtree_accepted_taxIDs	linear_noClaim_verified_directHits	circular_complete_verified_directHits	linear_noClaim_unverified_directHits	linear_complete_verified_directHits	circular_noClaim_unverified_directHits	circular_noClaim_verified_directHits	circular_claimComplete_verified_directHits	linear_claimComplete_verified_directHits	circular_complete_unverified_directHits	linear_complete_unverified_directHits	linear_noClaim_verified_subTreeHits	circular_complete_verified_subTreeHits	linear_noClaim_unverified_subTreeHits	linear_complete_verified_subTreeHits	circular_noClaim_unverified_subTreeHits	circular_noClaim_verified_subTreeHits	circular_claimComplete_verified_subTreeHits	linear_claimComplete_verified_subTreeHits	circular_complete_unverified_subTreeHits	linear_complete_unverified_subTreeHits	high_potential_sra_directHits	high_potential_sra_subTreeHits	other_potential_sra_directHits	other_potential_sra_subTreeHits	NCBI_identifier_kingdom	NCBI_identifier_phylum	NCBI_identifier_class	NCBI_identifier_order	NCBI_identifier_family	NCBI_identifier_genus	NCBI_identifier_species	NCBI_accepted_kingdom	NCBI_accepted_phylum	NCBI_accepted_class	NCBI_accepted_order	NCBI_accepted_family	NCBI_accepted_genus	NCBI_accepted_species
ABLUDOMELITA OBTUSATA	R03210	102788	urn:lsid:marinespecies.org:taxname:102788	urn:lsid:marinespecies.org:taxname:102788	urn:lsid:marinespecies.org:taxname:102788	urn:lsid:marinespecies.org:taxname:101665	Abludomelita obtusata	Abludomelita obtusata	Abludomelita	NA	NA	Animalia	Arthropoda	Malacostraca	Amphipoda	Melitidae	Abludomelita	NA	obtusata	NA	Species	(Montagu, 1813)	accepted	2004-12-21	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Abludomelita obtusata (Montagu, 1813). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102788	https://www.marinespecies.org/aphia.php?p=taxdetails&id=102788	NCBI:txid1920391	To GenBank (13 nucleotides; 12 proteins)	ncbi	102788	101665	Abludomelita obtusata	NCBI:txid1920390	NCBI:txid1920391	NCBI:txid1920391	NCBI:txid1920391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Melitidae	Abludomelita	Abludomelita obtusata	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Melitidae	Abludomelita	Abludomelita obtusata
ABRA AEQUALIS	R03212	293683	urn:lsid:marinespecies.org:taxname:293683	urn:lsid:marinespecies.org:taxname:293683	urn:lsid:marinespecies.org:taxname:293683	urn:lsid:marinespecies.org:taxname:138474	Abra aequalis	Abra aequalis	Abra	NA	NA	Animalia	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	NA	aequalis	NA	Species	(Say, 1822)	accepted	2011-12-22	MolluscaBase eds. (2024). MolluscaBase. Abra aequalis (Say, 1822). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=293683	https://www.marinespecies.org/aphia.php?p=taxdetails&id=293683	NCBI:txid2175524	To GenBank (6 nucleotides; 6 proteins)	ncbi	293683	138474	Abra aequalis	NCBI:txid121180	NCBI:txid2175524	NCBI:txid2175524	NCBI:txid2175524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	Abra aequalis	Eukaryota	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	Abra aequalis
ABRA ALBA	R03213	141433	urn:lsid:marinespecies.org:taxname:141433	urn:lsid:marinespecies.org:taxname:141433	urn:lsid:marinespecies.org:taxname:141433	urn:lsid:marinespecies.org:taxname:138474	Abra alba	Abra alba	Abra	NA	NA	Animalia	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	NA	alba	NA	Species	(W. Wood, 1802)	accepted	2010-09-23	MolluscaBase eds. (2024). MolluscaBase. Abra alba (W. Wood, 1802). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=141433	https://www.marinespecies.org/aphia.php?p=taxdetails&id=141433	NCBI:txid399303	To GenBank (18 nucleotides; 7 proteins)	ncbi	141433	138474	Abra alba	NCBI:txid121180	NCBI:txid399303	NCBI:txid399303	NCBI:txid399303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	Abra alba	Eukaryota	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	Abra alba
ABRA LONGICALLUS	R03214	141434	urn:lsid:marinespecies.org:taxname:141434	urn:lsid:marinespecies.org:taxname:141434	urn:lsid:marinespecies.org:taxname:141434	urn:lsid:marinespecies.org:taxname:138474	Abra longicallus	Abra longicallus	Abra	NA	NA	Animalia	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	NA	longicallus	NA	Species	(Scacchi, 1835)	accepted	2010-09-23	MolluscaBase eds. (2024). MolluscaBase. Abra longicallus (Scacchi, 1835). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=141434	https://www.marinespecies.org/aphia.php?p=taxdetails&id=141434	NCBI:txid989232	To GenBank (13 nucleotides; 6 proteins)	ncbi	141434	138474	Abra longicallus	NCBI:txid121180	NCBI:txid989232	NCBI:txid989232	NCBI:txid989232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	Abra longicallus	Eukaryota	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	Abra longicallus
ABRA NITIDA	R03215	141435	urn:lsid:marinespecies.org:taxname:141435	urn:lsid:marinespecies.org:taxname:141435	urn:lsid:marinespecies.org:taxname:141435	urn:lsid:marinespecies.org:taxname:138474	Abra nitida	Abra nitida	Abra	NA	NA	Animalia	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	NA	nitida	NA	Species	(O. F. Müller, 1776)	accepted	2024-05-18	MolluscaBase eds. (2024). MolluscaBase. Abra nitida (O. F. Müller, 1776). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=141435	https://www.marinespecies.org/aphia.php?p=taxdetails&id=141435	NCBI:txid358434	To GenBank (9 nucleotides; 7 proteins)	ncbi	141435	138474	Abra nitida	NCBI:txid121180	NCBI:txid358434	NCBI:txid358434	NCBI:txid358434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	Abra nitida	Eukaryota	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	Abra nitida
ABRA PRISMATICA	R03217	141436	urn:lsid:marinespecies.org:taxname:141436	urn:lsid:marinespecies.org:taxname:141436	urn:lsid:marinespecies.org:taxname:141436	urn:lsid:marinespecies.org:taxname:138474	Abra prismatica	Abra prismatica	Abra	NA	NA	Animalia	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	NA	prismatica	NA	Species	(Montagu, 1808)	accepted	2004-12-21	MolluscaBase eds. (2024). MolluscaBase. Abra prismatica (Montagu, 1808). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=141436	https://www.marinespecies.org/aphia.php?p=taxdetails&id=141436	NCBI:txid183592	To GenBank (6 nucleotides; 4 proteins)	ncbi	141436	138474	Abra prismatica	NCBI:txid121180	NCBI:txid183592	NCBI:txid183592	NCBI:txid183592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	Abra prismatica	Eukaryota	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	Abra prismatica
ABRA SEGMENTUM	R03216	141438	urn:lsid:marinespecies.org:taxname:141438	urn:lsid:marinespecies.org:taxname:141438	urn:lsid:marinespecies.org:taxname:141438	urn:lsid:marinespecies.org:taxname:138474	Abra segmentum	Abra segmentum	Abra	NA	NA	Animalia	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	NA	segmentum	NA	Species	(Récluz, 1843)	accepted	2022-12-17	MolluscaBase eds. (2024). MolluscaBase. Abra segmentum (Récluz, 1843). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=141438	https://www.marinespecies.org/aphia.php?p=taxdetails&id=141438	NA	NA	NA	141438	138474	Abra segmentum	NCBI:txid121180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABRA TENUIS	R03218	141439	urn:lsid:marinespecies.org:taxname:141439	urn:lsid:marinespecies.org:taxname:141439	urn:lsid:marinespecies.org:taxname:141439	urn:lsid:marinespecies.org:taxname:138474	Abra tenuis	Abra tenuis	Abra	NA	NA	Animalia	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	NA	tenuis	NA	Species	(Montagu, 1803)	accepted	2004-12-21	MolluscaBase eds. (2024). MolluscaBase. Abra tenuis (Montagu, 1803). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=141439	https://www.marinespecies.org/aphia.php?p=taxdetails&id=141439	NCBI:txid2590760	To GenBank (2 nucleotides; 0 proteins)	ncbi	141439	138474	Abra tenuis	NCBI:txid121180	NCBI:txid2590760	NCBI:txid2590760	NCBI:txid2590760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	Abra tenuis	Eukaryota	Mollusca	Bivalvia	Cardiida	Semelidae	Abra	Abra tenuis
ABRALIOPSIS FELIS	R07506;R08382;R09668;R14366	341849	urn:lsid:marinespecies.org:taxname:341849	urn:lsid:marinespecies.org:taxname:341849	urn:lsid:marinespecies.org:taxname:341849	urn:lsid:marinespecies.org:taxname:137931	Abraliopsis felis	Abraliopsis felis	Abraliopsis	NA	NA	Animalia	Mollusca	Cephalopoda	Oegopsida	Enoploteuthidae	Abraliopsis	NA	felis	NA	Species	McGowan & Okutani, 1968	accepted	2021-12-18	MolluscaBase eds. (2024). MolluscaBase. Abraliopsis felis McGowan & Okutani, 1968. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=341849	https://www.marinespecies.org/aphia.php?p=taxdetails&id=341849	NA	NA	NA	341849	137931	Abraliopsis felis	NCBI:txid34547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABRANDA MODESTINA	R02872	596134	urn:lsid:marinespecies.org:taxname:596134	urn:lsid:marinespecies.org:taxname:596134	urn:lsid:marinespecies.org:taxname:596134	urn:lsid:marinespecies.org:taxname:596133	Abranda modestina	Abranda modestina	Abranda	NA	NA	Animalia	Mollusca	Bivalvia	Cardiida	Tellinidae	Abranda	NA	modestina	NA	Species	(Tate, 1891)	accepted	2024-02-21	MolluscaBase eds. (2024). MolluscaBase. Abranda modestina (Tate, 1891). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=596134	https://www.marinespecies.org/aphia.php?p=taxdetails&id=596134	NA	NA	NA	596134	596133	Abranda modestina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABRELIOPSIS FELIS	R18984	341849	urn:lsid:marinespecies.org:taxname:341849	urn:lsid:marinespecies.org:taxname:341849	urn:lsid:marinespecies.org:taxname:341849	urn:lsid:marinespecies.org:taxname:137931	Abraliopsis felis	Abraliopsis felis	Abraliopsis	NA	NA	Animalia	Mollusca	Cephalopoda	Oegopsida	Enoploteuthidae	Abraliopsis	NA	felis	NA	Species	McGowan & Okutani, 1968	accepted	2021-12-18	MolluscaBase eds. (2024). MolluscaBase. Abraliopsis felis McGowan & Okutani, 1968. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=341849	https://www.marinespecies.org/aphia.php?p=taxdetails&id=341849	NA	NA	NA	341849	137931	Abraliopsis felis	NCBI:txid34547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABRONICA ABRONIA	R14610	890610	urn:lsid:marinespecies.org:taxname:890610	urn:lsid:marinespecies.org:taxname:890610	urn:lsid:marinespecies.org:taxname:890610	urn:lsid:marinespecies.org:taxname:890561	Abronica abronia	Abronica abronia	Abronica	NA	NA	Animalia	Mollusca	Gastropoda	Nudibranchia	Abronicidae	Abronica	NA	abronia	NA	Species	(MacFarland, 1966)	accepted	2016-12-17	MolluscaBase eds. (2024). MolluscaBase. Abronica abronia (MacFarland, 1966). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=890610	https://www.marinespecies.org/aphia.php?p=taxdetails&id=890610	NCBI:txid1154713	To GenBank (19 nucleotides; 12 proteins)	ncbi	890610	890561	Abronica abronia	NCBI:txid1930165	NCBI:txid1154713	NCBI:txid1154713	NCBI:txid1154713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Mollusca	Gastropoda	Nudibranchia	Fionidae	Abronica	Abronica abronia	Eukaryota	Mollusca	Gastropoda	Nudibranchia	Fionidae	Abronica	Abronica abronia
ABYSSOCUCUMIS ABYSSORUM	R18047	124597	urn:lsid:marinespecies.org:taxname:124597	urn:lsid:marinespecies.org:taxname:124597	urn:lsid:marinespecies.org:taxname:124597	urn:lsid:marinespecies.org:taxname:123475	Abyssocucumis abyssorum	Abyssocucumis abyssorum	Abyssocucumis	NA	NA	Animalia	Echinodermata	Holothuroidea	Dendrochirotida	Cucumariidae	Abyssocucumis	NA	abyssorum	NA	Species	(Théel, 1886)	accepted	2014-09-30	WoRMS (2024). Abyssocucumis abyssorum (Théel, 1886). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=124597	https://www.marinespecies.org/aphia.php?p=taxdetails&id=124597	NCBI:txid1633609	To GenBank (41 nucleotides; 6 proteins)	ncbi	124597	123475	Abyssocucumis abyssorum	NCBI:txid1633608	NCBI:txid1633609	NCBI:txid1633609	NCBI:txid1633609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Echinodermata	Holothuroidea	Dendrochirotida	Cucumariidae	Abyssocucumis	Abyssocucumis abyssorum	Eukaryota	Echinodermata	Holothuroidea	Dendrochirotida	Cucumariidae	Abyssocucumis	Abyssocucumis abyssorum
ABYSSONINOE HIBERNICA	R03219	146469	urn:lsid:marinespecies.org:taxname:146469	urn:lsid:marinespecies.org:taxname:146469	urn:lsid:marinespecies.org:taxname:146469	urn:lsid:marinespecies.org:taxname:129331	Abyssoninoe hibernica	Abyssoninoe hibernica	Abyssoninoe	NA	NA	Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	Abyssoninoe	NA	hibernica	NA	Species	(McIntosh, 1903)	accepted	2015-06-30	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Abyssoninoe hibernica (McIntosh, 1903). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=146469	https://www.marinespecies.org/aphia.php?p=taxdetails&id=146469	NA	NA	NA	146469	129331	Abyssoninoe hibernica	NCBI:txid2912921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABYSSONINOE SCOPA	R03220	130223	urn:lsid:marinespecies.org:taxname:130223	urn:lsid:marinespecies.org:taxname:130223	urn:lsid:marinespecies.org:taxname:130223	urn:lsid:marinespecies.org:taxname:129331	Abyssoninoe scopa	Abyssoninoe scopa	Abyssoninoe	NA	NA	Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	Abyssoninoe	NA	scopa	NA	Species	(Fauchald, 1974)	accepted	2015-06-30	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Abyssoninoe scopa (Fauchald, 1974). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130223	https://www.marinespecies.org/aphia.php?p=taxdetails&id=130223	NA	NA	NA	130223	129331	Abyssoninoe scopa	NCBI:txid2912921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACANTHAMUNNOPSIS MILLERI	R16299	258647	urn:lsid:marinespecies.org:taxname:258647	urn:lsid:marinespecies.org:taxname:258647	urn:lsid:marinespecies.org:taxname:258647	urn:lsid:marinespecies.org:taxname:248361	Acanthamunnopsis milleri	Acanthamunnopsis milleri	Acanthamunnopsis	Wilson, G. D. F. (1982). Two new natatory asellote isopods (Crustacea) from the San Juan Archipelago, <i>Baeonectes improvisus</i> n. gen., n. sp. and <i>Acanthomunnopsis milleri</i> n. sp., with a revised description of <i>A</i>. <i>hystrix</i>. <em>Canadian Journal of Zoology.</em> 60(12): 3332-3343.	1982	Animalia	Arthropoda	Malacostraca	Isopoda	Munnopsidae	Acanthamunnopsis	NA	milleri	NA	Species	Wilson, 1982	accepted	2008-01-03	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Acanthamunnopsis milleri Wilson, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=258647	https://www.marinespecies.org/aphia.php?p=taxdetails&id=258647	NCBI:txid471300	To GenBank (4 nucleotides; 2 proteins)	ncbi	258647	248361	Acanthamunnopsis milleri	NCBI:txid471299	NCBI:txid471300	NCBI:txid471300	NCBI:txid471300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Malacostraca	Isopoda	Munnopsidae	Acanthamunnopsis	Acanthamunnopsis milleri	Eukaryota	Arthropoda	Malacostraca	Isopoda	Munnopsidae	Acanthamunnopsis	Acanthamunnopsis milleri
ACANTHANCORA CYANOCRYPTA	R11011;R12106;R13739	169126	urn:lsid:marinespecies.org:taxname:169126	urn:lsid:marinespecies.org:taxname:169126	urn:lsid:marinespecies.org:taxname:169126	urn:lsid:marinespecies.org:taxname:131944	Acanthancora cyanocrypta	Acanthancora cyanocrypta	Acanthancora	NA	NA	Animalia	Porifera	Demospongiae	Poecilosclerida	Hymedesmiidae	Acanthancora	NA	cyanocrypta	NA	Species	(de Laubenfels, 1930)	accepted	2023-08-22	de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Goodwin, C.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Lim, S.C.; Manconi, R.; Morrow, C.; Pinheiro, U.; Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Turner, T.; Vacelet, J.; van Soest, R.W.M.; Xavier, J. (2024). World Porifera Database. Acanthancora cyanocrypta (de Laubenfels, 1930). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=169126	https://www.marinespecies.org/aphia.php?p=taxdetails&id=169126	NA	NA	NA	169126	131944	Acanthancora cyanocrypta	NCBI:txid1336898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACANTHASCUS PLATEI	R13836	189809	urn:lsid:marinespecies.org:taxname:189809	urn:lsid:marinespecies.org:taxname:189809	urn:lsid:marinespecies.org:taxname:171971	urn:lsid:marinespecies.org:taxname:171966	Acanthascus platei	Acanthascus (Acanthascus) platei	Acanthascus	Schulze, F.E. (1899). Amerikanische Hexactinelliden, nach dem Materiale der Albatross-Expedition. (Fischer: Jena): 1-126, pls I-XIX. 	1899	Animalia	Porifera	Hexactinellida	Lyssacinosida	Rossellidae	Acanthascus	NA	platei	NA	Species	Schulze, 1899	alternative representation	2023-04-04	de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Goodwin, C.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Lim, S.C.; Manconi, R.; Morrow, C.; Pinheiro, U.; Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Turner, T.; Vacelet, J.; van Soest, R.W.M.; Xavier, J. (2024). World Porifera Database. Acanthascus platei Schulze, 1899. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=189809	https://www.marinespecies.org/aphia.php?p=taxdetails&id=189809	NA	NA	NA	171971	171966	Acanthascus platei	NCBI:txid472152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACANTHEPHYRA CURTIROSTRIS	R15976	107579	urn:lsid:marinespecies.org:taxname:107579	urn:lsid:marinespecies.org:taxname:107579	urn:lsid:marinespecies.org:taxname:107579	urn:lsid:marinespecies.org:taxname:107018	Acanthephyra curtirostris	Acanthephyra curtirostris	Acanthephyra	Wood-Mason, J.; Alcock, A. (1891). Natural history notes from H.M. Indian marine survey steamer 'Investigator', Commander R.F. Hoskyn, R.N., commanding. No. 21. Note on the results of the last season's deep-sea dredging. <em>Annals and Magazine of Natural History, ser. 6.</em> 7(37): 1-19; 7(38): 186-202; 7(39): 258-272.	1891	Animalia	Arthropoda	Malacostraca	Decapoda	Acanthephyridae	Acanthephyra	NA	curtirostris	NA	Species	Wood-Mason <i>in</i> Wood-Mason & Alcock, 1891	accepted	2022-10-02	DecaNet eds. (2024). DecaNet. Acanthephyra curtirostris Wood-Mason in Wood-Mason & Alcock, 1891. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=107579	https://www.marinespecies.org/aphia.php?p=taxdetails&id=107579	NCBI:txid576169	To GenBank (54 nucleotides; 23 proteins)	ncbi	107579	107018	Acanthephyra curtirostris	NCBI:txid342631	NCBI:txid576169	NCBI:txid576169	NCBI:txid576169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Malacostraca	Decapoda	Oplophoridae	Acanthephyra	Acanthephyra curtirostris	Eukaryota	Arthropoda	Malacostraca	Decapoda	Oplophoridae	Acanthephyra	Acanthephyra curtirostris
ACANTHEPHYRA EXIMIA	R15977	564909	urn:lsid:marinespecies.org:taxname:564909	urn:lsid:marinespecies.org:taxname:564909	urn:lsid:marinespecies.org:taxname:564909	urn:lsid:marinespecies.org:taxname:107018	Acanthephyra eximia	Acanthephyra eximia	Acanthephyra	Smith, S.I. (1884). Report on the decapod Crustacea of the Albatross dredgings off the east coast of the United States in 1883. In: Report of the Commissioner for 1882. Part X. United States Commission of Fish and Fisheries, Washington D.C., pp. 345-426, pls. 1-10. 	1884	Animalia	Arthropoda	Malacostraca	Decapoda	Acanthephyridae	Acanthephyra	NA	eximia	NA	Species	Smith, 1884	accepted	2022-09-16	DecaNet eds. (2024). DecaNet. Acanthephyra eximia Smith, 1884. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=564909	https://www.marinespecies.org/aphia.php?p=taxdetails&id=564909	NCBI:txid727941	To GenBank (35 nucleotides; 14 proteins)	ncbi	564909	107018	Acanthephyra eximia	NCBI:txid342631	NCBI:txid727941	NCBI:txid727941	NCBI:txid727941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Malacostraca	Decapoda	Oplophoridae	Acanthephyra	Acanthephyra eximia	Eukaryota	Arthropoda	Malacostraca	Decapoda	Oplophoridae	Acanthephyra	Acanthephyra eximia
ACANTHINUCELLA PAUCILIRATA	R11581	404468	urn:lsid:marinespecies.org:taxname:404468	urn:lsid:marinespecies.org:taxname:404468	urn:lsid:marinespecies.org:taxname:404468	urn:lsid:marinespecies.org:taxname:403857	Acanthinucella paucilirata	Acanthinucella paucilirata	Acanthinucella	NA	NA	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Acanthinucella	NA	paucilirata	NA	Species	(Stearns, 1871)	accepted	2009-06-20	MolluscaBase eds. (2024). MolluscaBase. Acanthinucella paucilirata (Stearns, 1871). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=404468	https://www.marinespecies.org/aphia.php?p=taxdetails&id=404468	NCBI:txid150335	To GenBank (3 nucleotides; 2 proteins)	ncbi	404468	403857	Acanthinucella paucilirata	NCBI:txid150334	NCBI:txid150335	NCBI:txid150335	NCBI:txid150335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Mollusca	Gastropoda	Neogastropoda	Muricidae	Acanthinucella	Acanthinucella paucilirata	Eukaryota	Mollusca	Gastropoda	Neogastropoda	Muricidae	Acanthinucella	Acanthinucella paucilirata
